CatBoost,CatBoost_depth_3,CatBoost_depth_4,CatBoost_depth_5,CatBoost_depth_6,CatBoost_depth_7,CatBoost_depth_8,CatBoost_depth_9,CatBoost_depth_10,CatBoost_depth_11,CatBoost_depth_12
0.8148675870878986,0.8165381024910333,0.8168328993268805,0.8168328993268805,0.8148675870878986,0.8144745246401022,0.8135901341325603,0.8130005404608657,0.8103965017442146,0.811673954699553,0.8114774234756547
0.8104947673561637,0.8134427357146367,0.812312681177222,0.8111826266398074,0.8104947673561637,0.8111334938338328,0.8091681815948509,0.8090207831769273,0.8071537365498944,0.8085785879231563,0.8070063381319708
0.8124600795951457,0.8134918685206112,0.812754876430993,0.8127057436250185,0.8124600795951457,0.810691298580062,0.8095612440426473,0.8079889942514618,0.8076941974156144,0.8070063381319708,0.8051884243109124
0.8148584905660378,0.8157429245283019,0.8162834119496856,0.8145636792452831,0.8148584905660378,0.813875786163522,0.8124017295597484,0.8130896226415094,0.8105837264150944,0.8096992924528302,0.809060534591195
0.8118612421383647,0.813875786163522,0.813187893081761,0.8118612421383647,0.8118612421383647,0.8106819968553459,0.808814858490566,0.8094536163522013,0.8094044811320755,0.8084217767295597,0.8082743710691824
0.8126566108190438,0.8137866653564585,0.8134427357146367,0.8130496732668403,0.8126566108190438,0.8118704859234511,0.811231759445782,0.8115265562816293,0.8097577752665455,0.8084803223112071,0.8091681815948509
0.8141797278042548,0.8159976416253132,0.8166363681029823,0.8150149855058222,0.8141797278042548,0.8133444701026875,0.8112808922517565,0.8105930329681128,0.8075467989976908,0.807743330221589,0.8067115412961234
0.8089225175649781,0.8122635483712475,0.8119196187294256,0.8102982361322655,0.8089225175649781,0.8078907286395126,0.808283791087309,0.8083820566992581,0.805778017982607,0.8068589397140471,0.8061710804304034
0.8144654088050315,0.8154972484276729,0.8149567610062893,0.8150550314465409,0.8144654088050315,0.8132370283018868,0.811812106918239,0.8112716194968553,0.8100923742138365,0.8094044811320755,0.8064563679245284
0.8116647012578616,0.81343356918239,0.8122051886792453,0.8123034591194969,0.8116647012578616,0.8106328616352201,0.8108785377358491,0.8090113993710691,0.8080286949685535,0.8068985849056604,0.8060141509433962
0.810249103326291,0.8125092124011202,0.8117230875055275,0.8108878298039601,0.810249103326291,0.8103473689382401,0.8092664472068,0.8094138456247236,0.8075467989976908,0.8063184788483271,0.8070063381319708
0.8151623839237458,0.8153589151476441,0.8157519775954405,0.8158993760133642,0.8151623839237458,0.8156045791775168,0.8143271262221785,0.8149658526998477,0.8108386969979856,0.810789564192011,0.8098560408784946
0.8099051736844691,0.8114282906696801,0.8115265562816293,0.8109860954159092,0.8099051736844691,0.8104456345501891,0.8109369626099346,0.8083820566992581,0.8079398614454871,0.804795361863116,0.8081363926693853
0.8133844339622641,0.8145636792452831,0.8135318396226415,0.8128439465408805,0.8133844339622641,0.811812106918239,0.8112716194968553,0.8107802672955975,0.8082743710691824,0.8096010220125787,0.8085691823899371
0.8154481132075472,0.8166764937106918,0.8149076257861635,0.8147602201257862,0.8154481132075472,0.8130896226415094,0.81156643081761,0.8101415094339622,0.8114190251572327,0.8070459905660378,0.8063580974842768
0.8128531420429421,0.8129022748489166,0.8133444701026875,0.8130005404608657,0.8128531420429421,0.811231759445782,0.8101017049083673,0.8089225175649781,0.8087751191470545,0.8066132756841743,0.8069080725200216
0.8120178843413748,0.8122635483712475,0.8129514076548912,0.8126566108190438,0.8120178843413748,0.8115265562816293,0.8100034392964183,0.8099543064904436,0.8089225175649781,0.8073502677737926,0.8074976661917163
0.8126074780130693,0.8133936029086621,0.813197071684764,0.8135410013265858,0.8126074780130693,0.812754876430993,0.8114282906696801,0.8108878298039601,0.8091681815948509,0.8091681815948509,0.8074485333857416
0.8132861635220126,0.8153007075471698,0.8138266509433962,0.8151533018867925,0.8132861635220126,0.8135809748427673,0.8109276729559748,0.8106819968553459,0.8086674528301887,0.8080778301886793,0.8066037735849056
0.8142688679245284,0.815251572327044,0.8148584905660378,0.8149567610062893,0.8142688679245284,0.8131387578616353,0.8126474056603774,0.8112716194968553,0.8114190251572327,0.8101906446540881,0.8088639937106918
0.8121652827592983,0.8136883997445095,0.8117230875055275,0.811772220311502,0.8121652827592983,0.8120670171473493,0.8105930329681128,0.8097577752665455,0.8089225175649781,0.8071537365498944,0.8072520021618435
0.8118704859234511,0.810691298580062,0.8117230875055275,0.8118213531174765,0.8118704859234511,0.8102982361322655,0.8099543064904436,0.8091190487888763,0.8086277207291308,0.8086277207291308,0.8080381270574363
0.8123618139831966,0.8150641183117968,0.814720188669975,0.8143271262221785,0.8123618139831966,0.8129022748489166,0.8119687515354002,0.8092173144008254,0.8100525721023928,0.8078415958335381,0.8076450646096398
0.8154481132075472,0.8171187106918238,0.816873034591195,0.815939465408805,0.8154481132075472,0.8152024371069182,0.8145636792452831,0.8134827044025157,0.8121560534591195,0.8102397798742138,0.8094536163522013
0.813187893081761,0.8154972484276729,0.8141214622641509,0.813187893081761,0.813187893081761,0.8120086477987422,0.8100432389937107,0.8103871855345912,0.8096010220125787,0.8084709119496856,0.8080286949685535
0.8127057436250185,0.8126074780130693,0.8119687515354002,0.8126074780130693,0.8127057436250185,0.810691298580062,0.8111826266398074,0.8088733847590036,0.8077924630275635,0.8055814867587088,0.8043531666093451
