CatBoost,CatBoost_depth_3,CatBoost_depth_4,CatBoost_depth_5,CatBoost_depth_6,CatBoost_depth_7,CatBoost_depth_8,CatBoost_depth_9,CatBoost_depth_10,CatBoost_depth_11,CatBoost_depth_12
0.4858078602620088,0.4903084903084903,0.49265106151333693,0.4929270946681175,0.4858078602620088,0.48583877995642694,0.4812687995624828,0.47891566265060237,0.4741790434664124,0.4799891466558133,0.47788814804735336
0.473590828442746,0.4858496953283683,0.48111926107036135,0.47635917699959124,0.473590828442746,0.4740010946907499,0.46838215165617303,0.46862611073137383,0.46504020716914274,0.47137042062415196,0.4684709066305819
0.4741699958671993,0.4785714285714286,0.4764390713010029,0.4779512462339085,0.4741699958671993,0.4681849551414769,0.46875,0.4634816035145525,0.4671930302205282,0.46673907140917736,0.4614966725519489
0.4829857299670692,0.48798470780993997,0.48941690563976514,0.4832968236582695,0.4829857299670692,0.4799560680944536,0.47698630136986303,0.4804698169898934,0.47443762781186094,0.47413441955193486,0.47529030515798004
0.4817972662065232,0.4909970438054286,0.48635503917860046,0.4824976348155157,0.4817972662065232,0.48121718055742563,0.4724067796610169,0.47707659115426104,0.4761647535449021,0.4747406708877812,0.47610096670247043
0.4774564889680691,0.48280567685589515,0.48248602971241655,0.47983595352016406,0.4774564889680691,0.4722260509993108,0.4728320526893524,0.47351084271205046,0.47031463748290014,0.46965986394557824,0.4724259712034773
0.48403819918144614,0.48999046711153477,0.4915531335149864,0.486847485348235,0.48403819918144614,0.4812235422640994,0.4750580839141724,0.47343259117606884,0.46772659328713145,0.47214353163361666,0.46938224979768006
0.47224860903786126,0.4838578954477914,0.4822829321071138,0.477183480027082,0.47224860903786126,0.46846112017400765,0.4683923705722071,0.46895424836601307,0.46370913037579703,0.4698583951449764,0.46840048510982346
0.4837298331966093,0.48848930663397355,0.4860807860262008,0.4859328052444687,0.4837298331966093,0.4813753581661892,0.4780594167348051,0.478620876883399,0.4759322033898305,0.4748883173142006,0.471062172686988
0.47658063635122216,0.48304969366916267,0.4771545827633379,0.4775711159737418,0.47658063635122216,0.47320940404592676,0.47353303241690603,0.46906160360606475,0.46749352596429056,0.46588746942103826,0.463149306499864
0.47455782312925177,0.4855756268535993,0.4787812840043525,0.4753986643042115,0.47455782312925177,0.47310947310947316,0.46952719322219183,0.47130979964563174,0.46627605940863875,0.4667207792207792,0.47161689534570883
0.47807991120976695,0.48122584207620095,0.4800332778702163,0.48095304058733906,0.47807991120976695,0.4783877692842251,0.4741895088353973,0.474609375,0.46823204419889514,0.4699242945629732,0.47000821692686945
0.47439206629534025,0.4812111381454447,0.47965274009766684,0.4778064340980046,0.47439206629534025,0.47595762021189886,0.4761775115709229,0.46953210010881397,0.4698223246982232,0.46289036095714475,0.47464011839095926
0.48368678629690054,0.48750678978815865,0.4847250509164969,0.48268368871383943,0.48368678629690054,0.4766329598250888,0.47720157887573156,0.47340352796389995,0.468102508178844,0.47414845976387565,0.47479104880021566
0.4892575469132445,0.4943759316980621,0.4904639523873935,0.4876325088339223,0.4892575469132445,0.4846924952587375,0.48070412999322953,0.4774141195563971,0.4830280172413794,0.4705406498584333,0.4679357364655057
0.4746931457729968,0.47359690351119715,0.4725808690823268,0.4725609756097561,0.4746931457729968,0.4681616832779623,0.4632689904179975,0.463216011042098,0.4627277747101049,0.45993413830954993,0.4642857142857143
0.4805864784143361,0.47821930902635534,0.4832360526673001,0.47931175747644406,0.4805864784143361,0.4758130636786007,0.4723700368399509,0.47302452316076304,0.47224860903786126,0.46963343703503313,0.47039740470397406
0.4844552581778859,0.48814016172506736,0.48690958164642373,0.4887511787686919,0.4844552581778859,0.48493039599945936,0.4798048251558688,0.4804966932109596,0.4778166173702608,0.4778166173702608,0.47543836166510506
0.4785949506037321,0.4871060171919771,0.4825891028267104,0.48550328227571116,0.4785949506037321,0.47898928865696233,0.475177304964539,0.4734180675140085,0.4717851329354314,0.47073170731707326,0.4676764944549635
0.48738812042310825,0.4907908992416035,0.4910858995137763,0.4903924221921516,0.48738812042310825,0.4854552834528481,0.48312322082147213,0.48171636756173253,0.48260986788891885,0.48001076860950337,0.4768692845615923
0.47908434391606486,0.4818256354195135,0.4784975503538378,0.47785198309935945,0.47908434391606486,0.4759556103575832,0.47415086618469515,0.4701696770662287,0.47081235542250643,0.46736327859953863,0.4703658701228567
0.4799674045905202,0.4784080140787871,0.48216216216216207,0.4818722943722944,0.4799674045905202,0.475193693081419,0.4757386825698021,0.4736485571060832,0.47343517642287414,0.47257955314827343,0.4725259889293912
0.47505154639175257,0.4860731840524304,0.4826450816298532,0.4839546633893214,0.47505154639175257,0.47663551401869164,0.4755378922845005,0.4672794622033201,0.4725784447476125,0.4678187508504558,0.4653830397378124
0.49215792320173074,0.4959371614301192,0.49709890703009046,0.49186109603906675,0.49215792320173074,0.4908623257073237,0.48750678978815865,0.48437924477044286,0.4820485029128845,0.4783900594273366,0.47848305540613234
0.4803171131765993,0.4870919273323316,0.4831261101243339,0.4813096862210096,0.4803171131765993,0.47789301310043664,0.4702658262537682,0.4725980593139264,0.4712784827398008,0.4712425393380358,0.4690854735697785
0.474496829335539,0.47839168490153167,0.47539410555174777,0.47710446942692625,0.474496829335539,0.4708144485647576,0.47233282987779757,0.46726924130375247,0.4654277124897513,0.4600900532132624,0.46377592243468896
0.47971876690102766,0.48254313272653165,0.4836831415030467,0.48056345658946226,0.47971876690102766,0.4742717124965968,0.4748025061291201,0.47015535568274736,0.4677331887201735,0.4700785269428649,0.46563133018230923
0.4820995962314939,0.4900751072961374,0.484187861660611,0.4835844994617869,0.4820995962314939,0.4793010752688172,0.48185971513034137,0.47715598810489324,0.47726358148893366,0.4764453961456103,0.4733949872671223
0.48171152518978605,0.4866501513900358,0.48503241826458815,0.4820441988950276,0.48171152518978605,0.47908007758381815,0.4792703150912106,0.4745575221238938,0.4752094492514765,0.4782668312080077,0.47684996605566865
0.48591261739485503,0.4899401848830887,0.48877398285481016,0.48846049416236753,0.48591261739485503,0.4821307242831907,0.48583106267029974,0.47739651416122003,0.47631971773646353,0.4747597780484504,0.4719708226394705
0.47974907950361384,0.49222447599729546,0.48334243582741676,0.48188504494688095,0.47974907950361384,0.4803160332379785,0.47587898609975465,0.4753741496598639,0.471980413492927,0.47001620745542955,0.4665314401622718
0.4915021929824561,0.49638027591859035,0.4887486278814489,0.49219391947411667,0.4915021929824561,0.4892421543099904,0.482996007159576,0.47562491368595494,0.47756278303828736,0.4800327109172687,0.47734385630698056
0.48003259983700086,0.48396264717823795,0.48093364092821284,0.482225237449118,0.48003259983700086,0.47722049479518724,0.4764362352302051,0.47661651077673844,0.4743157610893892,0.4734286485028325,0.4714573539288113
0.478942347008314,0.48136518771331055,0.47504114097641253,0.47480433887134427,0.478942347008314,0.4741166803615448,0.4755149365707271,0.4719039825422805,0.4779531845400109,0.46950393060449985,0.4738255033557047
0.48109872178406315,0.4878181570709133,0.48258029395753943,0.4840244731475188,0.48109872178406315,0.4799128421626039,0.47761600217716693,0.4737271984753607,0.47209018063289426,0.47319978343259333,0.46988767086209227
0.48416228602237504,0.48855788761002034,0.48884682979586314,0.48555225492843646,0.48416228602237504,0.48163707819487733,0.48015122873345933,0.47722342733188716,0.4762419006479482,0.4734221504508142,0.47224080267558527
0.48424498704133134,0.48584324989741484,0.48274917853231103,0.48256052523594584,0.48424498704133134,0.4777838727372463,0.4748319846385955,0.47363348478590117,0.4770516509110837,0.47300068352699937,0.4708458800985491
0.47112211221122113,0.4831062670299727,0.4797924631348989,0.47838538115368884,0.47112211221122113,0.4698299506308283,0.4685400959561344,0.465224534501643,0.46550313607853827,0.46256830601092896,0.46573861332612515
0.4839769926047659,0.48675948675948677,0.48461643648297553,0.4844924169968575,0.4839769926047659,0.4849480021893815,0.4846342126733751,0.47832626828934777,0.47498640565524736,0.47993514389947306,0.474032105760151
0.48380952380952386,0.4881291547958215,0.4874678227882401,0.4837878171211505,0.48380952380952386,0.4796847397744259,0.4790988056460369,0.47477906186267843,0.47877072381722596,0.4718556423377323,0.4784701791922974
0.47574677993970954,0.4823449216087252,0.47755491881566386,0.47967257844474764,0.47574677993970954,0.4762686363014635,0.4728565568166279,0.47150684931506853,0.4650717703349282,0.4683165624150122,0.46482683982683975
0.47741231063190936,0.483633387888707,0.481106243154436,0.47683027145599116,0.47741231063190936,0.47634673229423025,0.4740215464339288,0.4676071770990275,0.4692569870483981,0.47451669595782076,0.4677681473456122
0.492819755737485,0.4944877655283678,0.4936215925876191,0.49414299178672405,0.492819755737485,0.4871864041003507,0.488829071332436,0.4826280924699203,0.483156623272044,0.4821690930946975,0.4748895138609884
0.48059904697072836,0.48417894162575015,0.48382712693666763,0.4781484002722941,0.48059904697072836,0.4799347027615291,0.4722260133751877,0.4742014742014742,0.47052416609938735,0.4717491213841578,0.46634225466342255
