logistic_regression_solver_lbfgs_c_1e-05,logistic_regression_solver_lbfgs_c_0.0001,logistic_regression_solver_lbfgs_c_0.001,logistic_regression_solver_lbfgs_c_0.01,logistic_regression_solver_lbfgs_c_0.1,logistic_regression_solver_lbfgs_c_1.0,logistic_regression_solver_lbfgs_c_10,logistic_regression_solver_lbfgs_c_100,logistic_regression_solver_lbfgs_c_1000,logistic_regression_solver_lbfgs_c_10000,logistic_regression_solver_lbfgs_c_100000,logistic_regression_solver_newton-cg_c_1e-05,logistic_regression_solver_newton-cg_c_0.0001,logistic_regression_solver_newton-cg_c_0.001,logistic_regression_solver_newton-cg_c_0.01,logistic_regression_solver_newton-cg_c_0.1,logistic_regression_solver_newton-cg_c_1.0,logistic_regression_solver_newton-cg_c_10,logistic_regression_solver_newton-cg_c_100,logistic_regression_solver_newton-cg_c_1000,logistic_regression_solver_newton-cg_c_10000,logistic_regression_solver_newton-cg_c_100000,logistic_regression_solver_liblinear_c_1e-05,logistic_regression_solver_liblinear_c_0.0001,logistic_regression_solver_liblinear_c_0.001,logistic_regression_solver_liblinear_c_0.01,logistic_regression_solver_liblinear_c_0.1,logistic_regression_solver_liblinear_c_1.0,logistic_regression_solver_liblinear_c_10,logistic_regression_solver_liblinear_c_100,logistic_regression_solver_liblinear_c_1000,logistic_regression_solver_liblinear_c_10000,logistic_regression_solver_liblinear_c_100000
0.7761509359799538,0.794330074190537,0.8033705104898541,0.8069572053259961,0.8074976661917163,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.7761509359799538,0.794330074190537,0.8033705104898541,0.8069572053259961,0.8074976661917163,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8075959318036653,0.8079889942514618,0.8054340883407851,0.8070554709379453,0.8075959318036653,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398,0.8076450646096398
0.7771827249054194,0.7934456836829952,0.8030265808480322,0.8063184788483271,0.8069080725200216,0.8069572053259961,0.8070063381319708,0.8070063381319708,0.8070063381319708,0.8070063381319708,0.8070063381319708,0.7771827249054194,0.7934456836829952,0.8030265808480322,0.8063184788483271,0.8069080725200216,0.8069572053259961,0.8070063381319708,0.8070063381319708,0.8070063381319708,0.8070063381319708,0.8070063381319708,0.8024861199823122,0.8051392915049378,0.8054340883407851,0.8066624084901489,0.8069572053259961,0.8069572053259961,0.8070063381319708,0.8070063381319708,0.8070063381319708,0.8070063381319708,0.8070063381319708
0.7760526703680047,0.7914312386380387,0.8002751437134574,0.8034196432958286,0.8041566353854469,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.7760526703680047,0.7914312386380387,0.800324276519432,0.8034196432958286,0.8041566353854469,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8037635729376504,0.8023878543703631,0.8017982606986686,0.8035179089077777,0.8041566353854469,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705,0.8043040338033705
0.7766312893081762,0.7946147798742138,0.8023781446540881,0.8067020440251572,0.8062598270440252,0.8063580974842768,0.8064072327044025,0.8064072327044025,0.8064072327044025,0.8064072327044025,0.8064072327044025,0.7766312893081762,0.7946147798742138,0.8023781446540881,0.8067020440251572,0.8062598270440252,0.8063580974842768,0.8063580974842768,0.8063580974842768,0.8063580974842768,0.8063580974842768,0.8063580974842768,0.8075373427672956,0.8045400943396226,0.8040487421383647,0.8064072327044025,0.8063089622641509,0.8063580974842768,0.8063580974842768,0.8063580974842768,0.8063580974842768,0.8063580974842768,0.8063580974842768
0.7785475628930818,0.7941725628930818,0.8035082547169812,0.8074882075471698,0.8082743710691824,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.7785475628930818,0.7941725628930818,0.8035082547169812,0.8074882075471698,0.8082743710691824,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.7998722484276729,0.8032134433962265,0.8062106918238994,0.8079304245283019,0.8082743710691824,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082
0.7769370608755466,0.794330074190537,0.8021913231464649,0.806760674102098,0.8070554709379453,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.7769370608755466,0.794330074190537,0.8021913231464649,0.806760674102098,0.8070554709379453,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8051884243109124,0.8042057681914214,0.8050901586989633,0.8067115412961234,0.8070554709379453,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961,0.8069572053259961
0.7766422640396993,0.7939861445487152,0.8019947919225667,0.8069572053259961,0.8074976661917163,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589,0.7766422640396993,0.7939861445487152,0.8019947919225667,0.8069572053259961,0.8074976661917163,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589,0.8063184788483271,0.8053849555348106,0.8049918930870142,0.8073502677737926,0.8076450646096398,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589,0.807743330221589
0.7765931312337248,0.7915786370559623,0.8012577998329484,0.8044514322212941,0.8045005650272687,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.7765931312337248,0.7915786370559623,0.8012577998329484,0.8044514322212941,0.8045005650272687,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8014051982508721,0.8017491278926939,0.8029774480420577,0.8046479634451924,0.8045988306392178,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924
0.7772700471698113,0.7935829402515723,0.803999606918239,0.8075864779874213,0.8082743710691824,0.808372641509434,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.8083235062893082,0.7772700471698113,0.7935829402515723,0.803999606918239,0.8075864779874213,0.8082743710691824,0.808372641509434,0.808372641509434,0.808372641509434,0.808372641509434,0.808372641509434,0.808372641509434,0.8054245283018868,0.8063089622641509,0.8058176100628931,0.8077338836477987,0.8083235062893082,0.808372641509434,0.808372641509434,0.808372641509434,0.808372641509434,0.808372641509434,0.808372641509434
0.7773191823899371,0.7941725628930818,0.8038030660377359,0.8057684748427673,0.8062106918238994,0.8063580974842768,0.8063089622641509,0.8063089622641509,0.8063089622641509,0.8063089622641509,0.8063089622641509,0.7773191823899371,0.7941725628930818,0.8038030660377359,0.8057684748427673,0.8062106918238994,0.8063580974842768,0.8063089622641509,0.8063089622641509,0.8063089622641509,0.8063089622641509,0.8063089622641509,0.8026729559748428,0.8046383647798742,0.8045400943396226,0.8059650157232704,0.8062598270440252,0.8063580974842768,0.8063089622641509,0.8063089622641509,0.8063089622641509,0.8063089622641509,0.8063089622641509
0.7771827249054194,0.7940844101606642,0.8032722448779049,0.8059745492065051,0.8064167444602761,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.7771827249054194,0.7940844101606642,0.8032722448779049,0.8059254164005306,0.8064167444602761,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8010121358030757,0.8028300496241341,0.8050901586989633,0.8061219476244288,0.8064167444602761,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016,0.8063676116543016
0.7767896624576229,0.7941335429666389,0.8028300496241341,0.8066624084901489,0.8071537365498944,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.7767896624576229,0.7941335429666389,0.8028300496241341,0.8066624084901489,0.8071537365498944,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8058762835945561,0.8049918930870142,0.8050410258929888,0.8070554709379453,0.8071537365498944,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198,0.8071046037439198
0.7764457328158011,0.7920208323097332,0.8000786124895592,0.8039601041615486,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.7764457328158011,0.7920208323097332,0.8000786124895592,0.8040092369675232,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8014543310568466,0.8022895887584139,0.8018473935046431,0.8043531666093451,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687,0.8045005650272687
0.7766312893081762,0.7948604559748428,0.8042944182389937,0.8078812893081762,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.7766312893081762,0.7948604559748428,0.8042944182389937,0.8078812893081762,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8054736635220126,0.8057193396226415,0.8062598270440252,0.8081761006289309,0.8082743710691824,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309,0.8081761006289309
0.777564858490566,0.792747641509434,0.8029677672955975,0.8068494496855346,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.777564858490566,0.792747641509434,0.8029677672955975,0.8068494496855346,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8067511792452831,0.8055719339622641,0.8068985849056604,0.8070951257861635,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893,0.8071442610062893
0.7770844592934703,0.7920208323097332,0.8028300496241341,0.8062202132363779,0.8070554709379453,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.7770844592934703,0.7920208323097332,0.8028300496241341,0.8062202132363779,0.8070554709379453,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8043040338033705,0.8044022994153196,0.8045496978332433,0.806760674102098,0.8070554709379453,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216,0.8069080725200216
0.7771827249054194,0.7932000196531224,0.8017491278926939,0.8041075025794723,0.8048444946690906,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.7771827249054194,0.7932000196531224,0.8017491278926939,0.8041075025794723,0.8048444946690906,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.8029774480420577,0.8025352527882867,0.8036161745197268,0.8043040338033705,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116,0.804795361863116
0.7765439984277502,0.7936422149068934,0.8012577998329484,0.805778017982607,0.8061710804304034,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.7765439984277502,0.7936422149068934,0.8012577998329484,0.805778017982607,0.8061710804304034,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8023387215643886,0.8034687761018032,0.8036161745197268,0.8057288851766324,0.8062202132363779,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271,0.8063184788483271
0.7766312893081762,0.7926002358490566,0.8023781446540881,0.8065055031446541,0.8069968553459119,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.7766312893081762,0.7926002358490566,0.8023781446540881,0.8065055031446541,0.8069968553459119,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8041470125786163,0.8040978773584906,0.8050314465408805,0.8067020440251572,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378,0.8070459905660378
0.7772700471698113,0.7963836477987422,0.804933176100629,0.8084709119496856,0.8092079402515723,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.7772700471698113,0.7963836477987422,0.804933176100629,0.8084709119496856,0.8092079402515723,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8069477201257862,0.8079795597484277,0.8076356132075472,0.8085691823899371,0.8091588050314465,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013,0.8094536163522013
0.7774283889352921,0.7936913477128679,0.8020439247285412,0.8043531666093451,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.7774283889352921,0.7936913477128679,0.8020439247285412,0.8043531666093451,0.8046479634451924,0.8046970962511669,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8023878543703631,0.8029283152360831,0.8041566353854469,0.8048444946690906,0.8046970962511669,0.8046970962511669,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924,0.8046479634451924
0.7770844592934703,0.7936913477128679,0.8034196432958286,0.8056797523706579,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.7770844592934703,0.7936913477128679,0.8034196432958286,0.8056797523706579,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8048444946690906,0.8042549009973959,0.8045005650272687,0.8059745492065051,0.8062693460423525,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779,0.8062202132363779
0.7766422640396993,0.7935930821009188,0.8030265808480322,0.8075467989976908,0.8084311895052326,0.8084311895052326,0.8084803223112071,0.8084803223112071,0.8084803223112071,0.8084803223112071,0.8084803223112071,0.7766422640396993,0.7935930821009188,0.8030265808480322,0.8075467989976908,0.8083820566992581,0.8084311895052326,0.8084803223112071,0.8084803223112071,0.8084803223112071,0.8084803223112071,0.8084803223112071,0.8039109713555741,0.8057288851766324,0.8050901586989633,0.8076450646096398,0.8084803223112071,0.8084311895052326,0.8084803223112071,0.8084803223112071,0.8084803223112071,0.8084803223112071,0.8084803223112071
0.7764838836477987,0.7933372641509434,0.8034591194968553,0.8076847484276729,0.8078321540880503,0.8077830188679245,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.7764838836477987,0.7933372641509434,0.8034591194968553,0.8076847484276729,0.8078321540880503,0.8077830188679245,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.8056702044025157,0.8054245283018868,0.8059158805031447,0.8076847484276729,0.8078812893081762,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.8077338836477987,0.8077338836477987
0.777122641509434,0.7936812106918238,0.8013954402515723,0.8050314465408805,0.8054245283018868,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239,0.777122641509434,0.7936812106918238,0.8013954402515723,0.8050314465408805,0.8054245283018868,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239,0.8041961477987422,0.8043435534591195,0.8035082547169812,0.8054736635220126,0.8055719339622641,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239,0.80562106918239
0.7762000687859284,0.7926104259814278,0.8016999950867194,0.8058271507885816,0.8059745492065051,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.7762000687859284,0.7926104259814278,0.8016508622807449,0.8058762835945561,0.8059745492065051,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8048444946690906,0.8038127057436251,0.8042549009973959,0.8058762835945561,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798,0.8060236820124798
0.7765931312337248,0.792905222817275,0.8021421903404904,0.8060236820124798,0.8062202132363779,0.8063184788483271,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.7765931312337248,0.792905222817275,0.8021421903404904,0.8060236820124798,0.8062202132363779,0.8063184788483271,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.8032231120719304,0.8039109713555741,0.8041075025794723,0.8061710804304034,0.8062202132363779,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.8064167444602761,0.8064167444602761
0.7772318577113939,0.7935930821009188,0.8034196432958286,0.8069572053259961,0.8076450646096398,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.7772318577113939,0.7935930821009188,0.8034196432958286,0.8069572053259961,0.8075959318036653,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8034687761018032,0.8048936274750651,0.8057288851766324,0.8071046037439198,0.8076450646096398,0.807743330221589,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8077924630275635,0.8077924630275635
