random_forest_max_features_sqrt,random_forest_max_features_log2,random_forest_maxDepth_2_maxFeatures_log2,random_forest_maxDepth_2_maxFeatures_sqrt,random_forest_maxDepth_3_maxFeatures_log2,random_forest_maxDepth_3_maxFeatures_sqrt,random_forest_maxDepth_4_maxFeatures_log2,random_forest_maxDepth_4_maxFeatures_sqrt,random_forest_maxDepth_5_maxFeatures_log2,random_forest_maxDepth_5_maxFeatures_sqrt,random_forest_maxDepth_6_maxFeatures_log2,random_forest_maxDepth_6_maxFeatures_sqrt,random_forest_maxDepth_7_maxFeatures_log2,random_forest_maxDepth_7_maxFeatures_sqrt,random_forest_maxDepth_8_maxFeatures_log2,random_forest_maxDepth_8_maxFeatures_sqrt,random_forest_maxDepth_9_maxFeatures_log2,random_forest_maxDepth_9_maxFeatures_sqrt,random_forest_maxDepth_10_maxFeatures_log2,random_forest_maxDepth_10_maxFeatures_sqrt,random_forest_maxDepth_11_maxFeatures_log2,random_forest_maxDepth_11_maxFeatures_sqrt,random_forest_maxDepth_12_maxFeatures_log2,random_forest_maxDepth_12_maxFeatures_sqrt
0.9985349722686399,0.9985349722686399,0.7776501732664938,0.7776501732664938,0.7846410310950189,0.7846410310950189,0.7862981861878415,0.7862981861878415,0.7888136944102467,0.7888136944102467,0.7918738868788966,0.7918738868788966,0.795771944923523,0.795771944923523,0.8012730538576098,0.8012730538576098,0.8084786309237647,0.8084786309237647,0.818052003012536,0.818052003012536,0.8293565017161195,0.8293565017161195,0.8431358554889309,0.8431358554889309
0.9984698394179101,0.9984698394179101,0.7795420362939661,0.7795420362939661,0.7855183050500172,0.7855183050500172,0.7879562851913569,0.7879562851913569,0.790728175999916,0.790728175999916,0.7938937881851957,0.7938937881851957,0.7976394543664542,0.7976394543664542,0.8029819170065874,0.8029819170065874,0.8096101818510963,0.8096101818510963,0.8184354545720537,0.8184354545720537,0.8302544767129609,0.8302544767129609,0.8437101569238485,0.8437101569238485
0.9986448649081688,0.9986448649081688,0.7795275440582066,0.7795275440582066,0.7859941130842492,0.7859941130842492,0.7877818338811546,0.7877818338811546,0.7906029431975574,0.7906029431975574,0.7939758124318314,0.7939758124318314,0.7977388357232542,0.7977388357232542,0.803080911415958,0.803080911415958,0.8104136792642892,0.8104136792642892,0.8194260481692872,0.8194260481692872,0.831682089769963,0.831682089769963,0.8455969771525638,0.8455969771525638
0.9984428508346217,0.9984428508346217,0.7776705395626544,0.7776705395626544,0.784749024710327,0.784749024710327,0.7867420080111802,0.7867420080111802,0.7894272406219158,0.7894272406219158,0.7924891932688176,0.7924891932688176,0.7965538643275969,0.7965538643275969,0.8016377935055832,0.8016377935055832,0.8087997282318076,0.8087997282318076,0.8180263322401342,0.8180263322401342,0.8296645021016382,0.8296645021016382,0.843409926397136,0.843409926397136
0.9986027425434048,0.9986027425434048,0.7797287069870216,0.7797287069870216,0.7862338286950766,0.7862338286950766,0.7881182168203058,0.7881182168203058,0.790774552806062,0.790774552806062,0.7935873482200219,0.7935873482200219,0.7976972921926457,0.7976972921926457,0.802946928889644,0.802946928889644,0.8102622014853449,0.8102622014853449,0.8199727043268626,0.8199727043268626,0.8317228921763107,0.8317228921763107,0.8457986436240306,0.8457986436240306
0.9985430206890873,0.9985430206890873,0.7794502251611796,0.7794502251611796,0.7857497181208495,0.7857497181208495,0.7876346470848208,0.7876346470848208,0.7902697642440534,0.7902697642440534,0.7936153952200685,0.7936153952200685,0.7977190691228675,0.7977190691228675,0.8029887107532231,0.8029887107532231,0.8100460030220515,0.8100460030220515,0.8192503964181722,0.8192503964181722,0.8313574821970029,0.8313574821970029,0.8453237767722954,0.8453237767722954
0.9984326636265591,0.9984326636265591,0.7787534968307918,0.7787534968307918,0.7851276409453667,0.7851276409453667,0.7870885101716414,0.7870885101716414,0.7894947292031228,0.7894947292031228,0.792794967673185,0.792794967673185,0.7966623867124565,0.7966623867124565,0.8020451190016963,0.8020451190016963,0.8090320135244041,0.8090320135244041,0.8184907419995355,0.8184907419995355,0.8299192252879634,0.8299192252879634,0.8440251893772155,0.8440251893772155
0.9986177239247922,0.9986177239247922,0.778285385994424,0.778285385994424,0.785014592467626,0.785014592467626,0.7871546691432518,0.7871546691432518,0.7899312149422992,0.7899312149422992,0.7930272506224988,0.7930272506224988,0.7970725014893366,0.7970725014893366,0.8026086147467194,0.8026086147467194,0.8100699924714149,0.8100699924714149,0.8195662044880773,0.8195662044880773,0.8313233412958907,0.8313233412958907,0.845515832253646,0.845515832253646
0.9985203114457922,0.9985203114457922,0.7780464302247536,0.7780464302247536,0.7848698873659574,0.7848698873659574,0.786978664973186,0.786978664973186,0.7894720384422447,0.7894720384422447,0.792287272317623,0.792287272317623,0.7957442738662963,0.7957442738662963,0.8011841379419837,0.8011841379419837,0.8086315262644802,0.8086315262644802,0.8177614249122664,0.8177614249122664,0.8292085697405219,0.8292085697405219,0.8433606283509403,0.8433606283509403
0.9986000008126196,0.9986000008126196,0.779042461671034,0.779042461671034,0.7868947812217628,0.7868947812217628,0.7884384690533399,0.7884384690533399,0.7914544336050766,0.7914544336050766,0.7942026468402142,0.7942026468402142,0.7981919253902141,0.7981919253902141,0.8036569041653442,0.8036569041653442,0.810344122421301,0.810344122421301,0.8197264293275289,0.8197264293275289,0.8311048139489897,0.8311048139489897,0.8449259528672288,0.8449259528672288
0.99853134942491,0.99853134942491,0.7790797907886555,0.7790797907886555,0.7864194091990406,0.7864194091990406,0.7881160432597378,0.7881160432597378,0.790729902844284,0.790729902844284,0.7938820213678155,0.7938820213678155,0.7979438868706067,0.7979438868706067,0.8031312154426193,0.8031312154426193,0.8101333115329706,0.8101333115329706,0.8192518146515202,0.8192518146515202,0.8305347445868785,0.8305347445868785,0.8445115375323051,0.8445115375323051
0.9986184853374759,0.9986184853374759,0.7787102030519418,0.7787102030519418,0.7851824600760706,0.7851824600760706,0.7870307723640535,0.7870307723640535,0.789652626566568,0.789652626566568,0.7929796793313539,0.7929796793313539,0.796727442948456,0.796727442948456,0.8021550262754995,0.8021550262754995,0.8090903857708251,0.8090903857708251,0.8183649789199433,0.8183649789199433,0.8300013437965421,0.8300013437965421,0.8435564135422065,0.8435564135422065
0.9986027259457296,0.9986027259457296,0.7791527508240389,0.7791527508240389,0.7859163542981533,0.7859163542981533,0.7873003998292922,0.7873003998292922,0.7903446146833408,0.7903446146833408,0.7934553380099039,0.7934553380099039,0.7974555820269588,0.7974555820269588,0.8029882015665614,0.8029882015665614,0.8097059261603121,0.8097059261603121,0.8192016776277539,0.8192016776277539,0.8309233792620191,0.8309233792620191,0.8452443294491969,0.8452443294491969
0.9984344658498913,0.9984344658498913,0.7780284710697472,0.7780284710697472,0.784645384370885,0.784645384370885,0.786666254782949,0.786666254782949,0.7891497454874364,0.7891497454874364,0.7923657512469268,0.7923657512469268,0.7960500985595949,0.7960500985595949,0.8015445394946243,0.8015445394946243,0.8089410751787453,0.8089410751787453,0.8180128147770698,0.8180128147770698,0.8302060037440984,0.8302060037440984,0.844326546139967,0.844326546139967
0.998584384998709,0.998584384998709,0.778631249829126,0.778631249829126,0.7853223258767666,0.7853223258767666,0.7871982111932585,0.7871982111932585,0.7902156714301563,0.7902156714301563,0.7932464099079832,0.7932464099079832,0.7968389415056343,0.7968389415056343,0.8026017303497702,0.8026017303497702,0.8097964154275995,0.8097964154275995,0.8192295898329426,0.8192295898329426,0.8311568366765862,0.8311568366765862,0.8458179992964641,0.8458179992964641
