random_forest_max_features_sqrt,random_forest_max_features_log2,random_forest_maxDepth_2_maxFeatures_log2,random_forest_maxDepth_2_maxFeatures_sqrt,random_forest_maxDepth_3_maxFeatures_log2,random_forest_maxDepth_3_maxFeatures_sqrt,random_forest_maxDepth_4_maxFeatures_log2,random_forest_maxDepth_4_maxFeatures_sqrt,random_forest_maxDepth_5_maxFeatures_log2,random_forest_maxDepth_5_maxFeatures_sqrt,random_forest_maxDepth_6_maxFeatures_log2,random_forest_maxDepth_6_maxFeatures_sqrt,random_forest_maxDepth_7_maxFeatures_log2,random_forest_maxDepth_7_maxFeatures_sqrt,random_forest_maxDepth_8_maxFeatures_log2,random_forest_maxDepth_8_maxFeatures_sqrt,random_forest_maxDepth_9_maxFeatures_log2,random_forest_maxDepth_9_maxFeatures_sqrt,random_forest_maxDepth_10_maxFeatures_log2,random_forest_maxDepth_10_maxFeatures_sqrt,random_forest_maxDepth_11_maxFeatures_log2,random_forest_maxDepth_11_maxFeatures_sqrt,random_forest_maxDepth_12_maxFeatures_log2,random_forest_maxDepth_12_maxFeatures_sqrt
0.4718045112781955,0.4718045112781955,0.45458446574166783,0.45458446574166783,0.47390338700721824,0.47390338700721824,0.48418156808803303,0.48418156808803303,0.4831383344803854,0.4831383344803854,0.48552216275559223,0.48552216275559223,0.4876180051990697,0.4876180051990697,0.4918926284234909,0.4918926284234909,0.4942357249423573,0.4942357249423573,0.4954477510531322,0.4954477510531322,0.49293478260869567,0.49293478260869567,0.49039116805233746,0.49039116805233746
0.4592217484008529,0.4592217484008529,0.4427568419544347,0.4427568419544347,0.4685430463576159,0.4685430463576159,0.4765689229926008,0.4765689229926008,0.48189490879390146,0.48189490879390146,0.4812848781815707,0.4812848781815707,0.48246806197336234,0.48246806197336234,0.48416779431664414,0.48416779431664414,0.4853318913072868,0.4853318913072868,0.48550528312110536,0.48550528312110536,0.48015225666122896,0.48015225666122896,0.4839673913043478,0.4839673913043478
0.4557977798582319,0.4557977798582319,0.4377980060684872,0.4377980060684872,0.4598765432098765,0.4598765432098765,0.4646829810901001,0.4646829810901001,0.47040887040887036,0.47040887040887036,0.4730497436608009,0.4730497436608009,0.4788461538461538,0.4788461538461538,0.4808773132282385,0.4808773132282385,0.48046071575483335,0.48046071575483335,0.48145613794991104,0.48145613794991104,0.48022985360514436,0.48022985360514436,0.47799779977997797,0.47799779977997797
0.45725806451612905,0.45725806451612905,0.4497400346620451,0.4497400346620451,0.4758447361072326,0.4758447361072326,0.48256779192030996,0.48256779192030996,0.48224402376675424,0.48224402376675424,0.48577319587628864,0.48577319587628864,0.48805134507715414,0.48805134507715414,0.4896174863387978,0.4896174863387978,0.49306122448979595,0.49306122448979595,0.48719704231137884,0.48719704231137884,0.4880708929788684,0.4880708929788684,0.48779157004501433,0.48779157004501433
0.46001868909357896,0.46001868909357896,0.4438065164346204,0.4438065164346204,0.47093103926737895,0.47093103926737895,0.4796603205040406,0.4796603205040406,0.4828715709021427,0.4828715709021427,0.4860092366204836,0.4860092366204836,0.48872687997839886,0.48872687997839886,0.4875016889609513,0.4875016889609513,0.4898785425101214,0.4898785425101214,0.4879363795659792,0.4879363795659792,0.4871447902571042,0.4871447902571042,0.48492224475997303,0.48492224475997303
0.45727420227149806,0.45727420227149806,0.44271508862948555,0.44271508862948555,0.46913236929922136,0.46913236929922136,0.4748340707964602,0.4748340707964602,0.47713772620527695,0.47713772620527695,0.48081140350877194,0.48081140350877194,0.48256052523594584,0.48256052523594584,0.4844839371155161,0.4844839371155161,0.48495623632385126,0.48495623632385126,0.48827059465357336,0.48827059465357336,0.48594048594048583,0.48594048594048583,0.4857845817386549,0.4857845817386549
0.45972705378645967,0.45972705378645967,0.45138089758342925,0.45138089758342925,0.47464729710853476,0.47464729710853476,0.47912331807462893,0.47912331807462893,0.4835771460115927,0.4835771460115927,0.4876779846659365,0.4876779846659365,0.49037016800983474,0.49037016800983474,0.4934747145187602,0.4934747145187602,0.4922575387123065,0.4922575387123065,0.4925210769649171,0.4925210769649171,0.4925961146583346,0.4925961146583346,0.488689016080676,0.488689016080676
0.45576049184709966,0.45576049184709966,0.4505714285714285,0.4505714285714285,0.4684684684684684,0.4684684684684684,0.4767250821467689,0.4767250821467689,0.48066448801742917,0.48066448801742917,0.4814361485108119,0.4814361485108119,0.48406779661016947,0.48406779661016947,0.4828053073382074,0.4828053073382074,0.48223487930566866,0.48223487930566866,0.481029810298103,0.481029810298103,0.48242293131422387,0.48242293131422387,0.4837133550488599,0.4837133550488599
0.46073157611619153,0.46073157611619153,0.4406877618841208,0.4406877618841208,0.4704895104895105,0.4704895104895105,0.47962425749412896,0.47962425749412896,0.48069498069498073,0.48069498069498073,0.4851566794942277,0.4851566794942277,0.48871872008751527,0.48871872008751527,0.48997955010224953,0.48997955010224953,0.4905455040130594,0.4905455040130594,0.48834355828220855,0.48834355828220855,0.48717948717948717,0.48717948717948717,0.487098976109215,0.487098976109215
0.4549597855227882,0.4549597855227882,0.4374638100752751,0.4374638100752751,0.4644999302552657,0.4644999302552657,0.4722107295545442,0.4722107295545442,0.4775667492430498,0.4775667492430498,0.47994505494505496,0.47994505494505496,0.48228696484749006,0.48228696484749006,0.4858156028368795,0.4858156028368795,0.48368155127679924,0.48368155127679924,0.48473282442748095,0.48473282442748095,0.4845586225744739,0.4845586225744739,0.47671383431790076,0.47671383431790076
0.4558014755197854,0.4558014755197854,0.44250322211084064,0.44250322211084064,0.4636350994298429,0.4636350994298429,0.4772447724477244,0.4772447724477244,0.475380606226855,0.475380606226855,0.48059904697072836,0.48059904697072836,0.480565371024735,0.480565371024735,0.48403679653679654,0.48403679653679654,0.4830382484119475,0.4830382484119475,0.48361765502301646,0.48361765502301646,0.4846600892012434,0.4846600892012434,0.48355218627318264,0.48355218627318264
0.45554202192448234,0.45554202192448234,0.4409793063246866,0.4409793063246866,0.46212549462973435,0.46212549462973435,0.46997755331088664,0.46997755331088664,0.47240123283833,0.47240123283833,0.4794444444444445,0.4794444444444445,0.4821477996125103,0.4821477996125103,0.48386206896551726,0.48386206896551726,0.4863004268208729,0.4863004268208729,0.483177054605626,0.483177054605626,0.48436202601716033,0.48436202601716033,0.4819010776457585,0.4819010776457585
0.45983157331907504,0.45983157331907504,0.4383797759264579,0.4383797759264579,0.46252616887648296,0.46252616887648296,0.4703453970001376,0.4703453970001376,0.47306212204507975,0.47306212204507975,0.47695884042116776,0.47695884042116776,0.48108843537414964,0.48108843537414964,0.4809025417969281,0.4809025417969281,0.48324514991181655,0.48324514991181655,0.4834239130434782,0.4834239130434782,0.48479913137893604,0.48479913137893604,0.4835610878094981,0.4835610878094981
0.46104331500603457,0.46104331500603457,0.44616487455197135,0.44616487455197135,0.4728381374722838,0.4728381374722838,0.47956104252400544,0.47956104252400544,0.4811307808425963,0.4811307808425963,0.48565965583174003,0.48565965583174003,0.48923998910378635,0.48923998910378635,0.485558583106267,0.485558583106267,0.48764594080912305,0.48764594080912305,0.4874542248745422,0.4874542248745422,0.4848402815376287,0.4848402815376287,0.4840504954526944,0.4840504954526944
0.46758088137398474,0.46758088137398474,0.4622399544029638,0.4622399544029638,0.4861454046639232,0.4861454046639232,0.49296351960650364,0.49296351960650364,0.4933151432469304,0.4933151432469304,0.4980333649803337,0.4980333649803337,0.4985828046969902,0.4985828046969902,0.4963503649635037,0.4963503649635037,0.4962345346960731,0.4962345346960731,0.49601728095045233,0.49601728095045233,0.49534350114725334,0.49534350114725334,0.49729583558680357,0.49729583558680357
0.4525862068965517,0.4525862068965517,0.4396177237185056,0.4396177237185056,0.4580973952434881,0.4580973952434881,0.4682926829268293,0.4682926829268293,0.46848856664807587,0.46848856664807587,0.4733629300776915,0.4733629300776915,0.47202216066482,0.47202216066482,0.47734806629834253,0.47734806629834253,0.4790320362986388,0.4790320362986388,0.47760373729046446,0.47760373729046446,0.4757830826548917,0.4757830826548917,0.4749654218533887,0.4749654218533887
0.4604258738449177,0.4604258738449177,0.44470046082949305,0.44470046082949305,0.4679245283018868,0.4679245283018868,0.47637522516281006,0.47637522516281006,0.4822167080231596,0.4822167080231596,0.4852378348824494,0.4852378348824494,0.48773173391494,0.48773173391494,0.4876055570689185,0.4876055570689185,0.4901721567032669,0.4901721567032669,0.4888526373028821,0.4888526373028821,0.487176007599403,0.487176007599403,0.4843281548105751,0.4843281548105751
0.46133368827365895,0.46133368827365895,0.4444126074498567,0.4444126074498567,0.4737491432488006,0.4737491432488006,0.48159717506451166,0.48159717506451166,0.4836867862969006,0.4836867862969006,0.48817407757805104,0.48817407757805104,0.49368788611334935,0.49368788611334935,0.4930145083288554,0.4930145083288554,0.493135935397039,0.493135935397039,0.49301825993555315,0.49301825993555315,0.49232426609210883,0.49232426609210883,0.48917574290708615,0.48917574290708615
0.46293333333333336,0.46293333333333336,0.4438672438672439,0.4438672438672439,0.47428412566027245,0.47428412566027245,0.47816473189607517,0.47816473189607517,0.47815836915823046,0.47815836915823046,0.48354360943499725,0.48354360943499725,0.48639781271360216,0.48639781271360216,0.4859915265819325,0.4859915265819325,0.48466675753032573,0.48466675753032573,0.4853362433501569,0.4853362433501569,0.4868187406092064,0.4868187406092064,0.48408687337795386,0.48408687337795386
0.4654874318393404,0.4654874318393404,0.4531739254198691,0.4531739254198691,0.47857831657253064,0.47857831657253064,0.483751542575072,0.483751542575072,0.4833993714988386,0.4833993714988386,0.4894572167052102,0.4894572167052102,0.4888405008165488,0.4888405008165488,0.49439416452789414,0.49439416452789414,0.49351701782820095,0.49351701782820095,0.4958833850722095,0.4958833850722095,0.49357326478149094,0.49357326478149094,0.49161709031909134,0.49161709031909134
0.462134366234807,0.462134366234807,0.44121456324651026,0.44121456324651026,0.46671299513551073,0.46671299513551073,0.47057198121027904,0.47057198121027904,0.4745108845411959,0.4745108845411959,0.48196721311475416,0.48196721311475416,0.48115147361206306,0.48115147361206306,0.4832196452933151,0.4832196452933151,0.4830312116668939,0.4830312116668939,0.48360321132126827,0.48360321132126827,0.48262706090748064,0.48262706090748064,0.47953056768558944,0.47953056768558944
0.4633266533066132,0.4633266533066132,0.44791814693761545,0.44791814693761545,0.46742131419105465,0.46742131419105465,0.4743817461401831,0.4743817461401831,0.47425215134544463,0.47425215134544463,0.4779840130063677,0.4779840130063677,0.4799134316245097,0.4799134316245097,0.48025959978366684,0.48025959978366684,0.4829537798140412,0.4829537798140412,0.48407127429805624,0.48407127429805624,0.48286099865047233,0.48286099865047233,0.4813761343627252,0.4813761343627252
