KNN_Neighbors_1,KNN_Neighbors_2,KNN_Neighbors_3,KNN_Neighbors_4,KNN_Neighbors_5,KNN_Neighbors_6,KNN_Neighbors_7,KNN_Neighbors_8,KNN_Neighbors_9,KNN_Neighbors_10,KNN_Neighbors_11,KNN_Neighbors_12,KNN_Neighbors_13,KNN_Neighbors_14,KNN_Neighbors_15,KNN_Neighbors_16,KNN_Neighbors_17,KNN_Neighbors_18,KNN_Neighbors_19,KNN_Neighbors_20,KNN_Neighbors_21,KNN_Neighbors_22,KNN_Neighbors_23,KNN_Neighbors_24,KNN_Neighbors_25,KNN_Neighbors_26,KNN_Neighbors_27,KNN_Neighbors_28,KNN_Neighbors_29,KNN_Neighbors_30,KNN_Neighbors_31,KNN_Neighbors_32,KNN_Neighbors_33,KNN_Neighbors_34,KNN_Neighbors_35,KNN_Neighbors_36,KNN_Neighbors_37,KNN_Neighbors_38,KNN_Neighbors_39,KNN_Neighbors_40,KNN_Neighbors_41,KNN_Neighbors_42,KNN_Neighbors_43,KNN_Neighbors_44,KNN_Neighbors_45,KNN_Neighbors_46,KNN_Neighbors_47,KNN_Neighbors_48,KNN_Neighbors_49,KNN_Neighbors_50
0.7306539576475213,0.7832260600402889,0.7753648110843611,0.792806957205326,0.7926104259814278,0.7977693706087554,0.7992433547879919,0.8040583697734978,0.8036161745197268,0.8052866899228615,0.8043531666093451,0.8053358227288361,0.8056797523706579,0.8068589397140471,0.8084311895052326,0.8083329238932836,0.8086768535351054,0.8089225175649781,0.810249103326291,0.810249103326291,0.8101999705203164,0.8109860954159092,0.8110352282218838,0.8113791578637056,0.8108386969979856,0.8103473689382401,0.8106421657740873,0.8111334938338328,0.811330025057731,0.8114774234756547,0.812312681177222,0.8114282906696801,0.8115265562816293,0.8114774234756547,0.8120670171473493,0.8120670171473493,0.8124600795951457,0.8118213531174765,0.8120178843413748,0.812214415565273,0.8126566108190438,0.8128531420429421,0.8125583452070948,0.8127057436250185,0.8124600795951457,0.8124600795951457,0.8128040092369675,0.8129022748489166,0.8134427357146367,0.8130496732668403
0.727411192453201,0.7787549746966049,0.7689775463076697,0.7886798015034638,0.7863214268166855,0.794772269444308,0.7970815113251117,0.799341620399941,0.7998329484596866,0.8015525966687957,0.8017982606986686,0.8036653073257014,0.8044022994153196,0.8060728148184543,0.8046970962511669,0.8057288851766324,0.8058271507885816,0.8070063381319708,0.8072520021618435,0.8078415958335381,0.808283791087309,0.8086277207291308,0.808824251953029,0.8080381270574363,0.8093155800127745,0.8083820566992581,0.8090699159829018,0.8085294551171818,0.8089225175649781,0.8088733847590036,0.8089225175649781,0.8094629784306981,0.809708642460571,0.8094629784306981,0.809708642460571,0.8102982361322655,0.8100034392964183,0.809708642460571,0.8094629784306981,0.80980690807252,0.8096103768486218,0.8103473689382401,0.8101999705203164,0.8101508377143418,0.8109369626099346,0.8108878298039601,0.8110843610278583,0.810789564192011,0.8111826266398074,0.8115756890876038
0.7302608951997248,0.7811133493833833,0.7718272490541935,0.7888271999213875,0.7885324030855402,0.7954109959219771,0.7954109959219771,0.7988994251461701,0.7982606986685009,0.8005208077433302,0.8015034638628212,0.8027809168181594,0.8033705104898541,0.8049427602810396,0.8054832211467597,0.8052866899228615,0.8054832211467597,0.8058762835945561,0.8066624084901489,0.8056797523706579,0.8072520021618435,0.8065150100722253,0.8077924630275635,0.807743330221589,0.808283791087309,0.8073994005797671,0.807743330221589,0.8070554709379453,0.8071537365498944,0.8079398614454871,0.8078415958335381,0.808283791087309,0.80872598634108,0.8079889942514618,0.8090699159829018,0.8090699159829018,0.8089225175649781,0.80872598634108,0.8095121112366728,0.8091681815948509,0.8095612440426473,0.8093155800127745,0.8098560408784946,0.8093155800127745,0.8091190487888763,0.8094629784306981,0.8094629784306981,0.8099051736844691,0.8096103768486218,0.8098560408784946
0.7294614779874213,0.7829697327044025,0.7740762578616353,0.7926002358490566,0.789308176100629,0.796629323899371,0.7963345125786163,0.8002653301886793,0.8009532232704403,0.801002358490566,0.8027220911949685,0.8022307389937107,0.8035082547169812,0.8047366352201258,0.8048840408805031,0.8055719339622641,0.8065055031446541,0.8074882075471698,0.8068985849056604,0.8068985849056604,0.8074882075471698,0.8076847484276729,0.8095518867924528,0.8084217767295597,0.8096992924528302,0.8094044811320755,0.8094536163522013,0.8102889150943396,0.8099449685534591,0.8097975628930818,0.8102397798742138,0.8103380503144654,0.8123525943396226,0.8113698899371069,0.8121560534591195,0.8114681603773585,0.8120577830188679,0.8123525943396226,0.812745676100629,0.8130896226415094,0.8134827044025157,0.813187893081761,0.8129913522012578,0.8132370283018868,0.8133352987421384,0.8128439465408805,0.8119595125786163,0.8125,0.8127948113207547,0.813187893081761
0.7294614779874213,0.7828223270440252,0.7740271226415094,0.7907822327044025,0.7895538522012578,0.7973172169811321,0.7957448899371069,0.8011006289308176,0.8009040880503144,0.8031151729559748,0.803311713836478,0.8057684748427673,0.8052279874213837,0.8062106918238994,0.8073899371069182,0.8080286949685535,0.8063580974842768,0.8076847484276729,0.8076847484276729,0.8087165880503144,0.8091096698113207,0.8100432389937107,0.8098466981132075,0.8096992924528302,0.8100432389937107,0.8095518867924528,0.8095027515723271,0.8099449685534591,0.8101415094339622,0.8105837264150944,0.8110750786163522,0.8109768081761006,0.811124213836478,0.8119103773584906,0.811812106918239,0.8125982704402516,0.8121560534591195,0.8120086477987422,0.8115172955974843,0.8124017295597484,0.8116647012578616,0.8117629716981132,0.8114190251572327,0.8116155660377359,0.8112716194968553,0.8113207547169812,0.8120577830188679,0.8117138364779874,0.8113698899371069,0.8116155660377359
0.7329631995283251,0.7818503414730015,0.7714833194123717,0.7932000196531224,0.7899081216528276,0.7982115658625264,0.7963936520414681,0.8000294796835847,0.7984080970864246,0.8020930575345158,0.8025843855942613,0.8037635729376504,0.8033213776838796,0.8045005650272687,0.8052375571168869,0.8043040338033705,0.8051884243109124,0.8046970962511669,0.8068589397140471,0.8079398614454871,0.8072028693558689,0.8086277207291308,0.8078907286395126,0.80872598634108,0.8086768535351054,0.8091190487888763,0.8094629784306981,0.8095121112366728,0.8089716503709526,0.8099543064904436,0.8095121112366728,0.8093155800127745,0.8092664472068,0.8090699159829018,0.8092664472068,0.8088733847590036,0.8099051736844691,0.8099051736844691,0.8101999705203164,0.8094138456247236,0.8086768535351054,0.8088733847590036,0.8088733847590036,0.8092173144008254,0.8090699159829018,0.8100034392964183,0.8101508377143418,0.8103473689382401,0.8107404313860365,0.8114774234756547
0.7315383481550631,0.7781162482189358,0.7732521004274554,0.7896133248169803,0.7892693951751585,0.7964427848474427,0.7960497223996462,0.8017491278926939,0.8015525966687957,0.8026335184002359,0.8045496978332433,0.8061710804304034,0.8049918930870142,0.8076450646096398,0.8068589397140471,0.8083820566992581,0.8074485333857416,0.8071537365498944,0.8074976661917163,0.8062202132363779,0.8084803223112071,0.8081363926693853,0.8090207831769273,0.8082346582813345,0.8094629784306981,0.8091190487888763,0.8103473689382401,0.8095121112366728,0.8101508377143418,0.8094138456247236,0.8106421657740873,0.8099051736844691,0.8097577752665455,0.80980690807252,0.8103473689382401,0.8101017049083673,0.810789564192011,0.8101999705203164,0.811772220311502,0.8106421657740873,0.8121161499533238,0.8115756890876038,0.812312681177222,0.8119687515354002,0.8118213531174765,0.8120670171473493,0.8125583452070948,0.811673954699553,0.8115756890876038,0.811330025057731
0.730359160811674,0.7831277944283398,0.7756104751142338,0.7900555200707512,0.7856335675330418,0.7945266054144352,0.7950179334741807,0.8004716749373557,0.7985554955043482,0.8013560654448976,0.8017491278926939,0.8029283152360831,0.8046970962511669,0.804795361863116,0.8037635729376504,0.8054340883407851,0.8040092369675232,0.8054340883407851,0.8056306195646833,0.8057288851766324,0.8068098069080725,0.8059254164005306,0.8072028693558689,0.8057288851766324,0.8070554709379453,0.8064167444602761,0.8060236820124798,0.8072028693558689,0.8070063381319708,0.8068098069080725,0.8081363926693853,0.8082346582813345,0.8078415958335381,0.8078415958335381,0.8083820566992581,0.8088733847590036,0.8081855254753599,0.8097577752665455,0.808824251953029,0.8091190487888763,0.8090207831769273,0.8094629784306981,0.8096595096545963,0.80980690807252,0.8101017049083673,0.8098560408784946,0.8096595096545963,0.809708642460571,0.8091681815948509,0.809708642460571
0.7305915880503144,0.7834119496855346,0.7752555031446541,0.7920106132075472,0.7906348270440252,0.7954500786163522,0.7965310534591195,0.8008058176100629,0.8022307389937107,0.8041470125786163,0.8036065251572327,0.8054245283018868,0.8060141509433962,0.8068985849056604,0.8068003144654088,0.8083235062893082,0.8094044811320755,0.8073899371069182,0.8086183176100629,0.8090113993710691,0.8094044811320755,0.8087165880503144,0.8094536163522013,0.8099449685534591,0.8096010220125787,0.8104363207547169,0.8105837264150944,0.8094044811320755,0.8110259433962265,0.8109276729559748,0.8108294025157232,0.8102397798742138,0.8108785377358491,0.8103380503144654,0.8112716194968553,0.8118612421383647,0.8120577830188679,0.811812106918239,0.8132861635220126,0.8126965408805031,0.8131387578616353,0.812254323899371,0.8120577830188679,0.8125982704402516,0.8124508647798742,0.8124017295597484,0.8120086477987422,0.8123034591194969,0.8124017295597484,0.8128439465408805
0.7289701257861635,0.7801690251572327,0.7733392295597484,0.7916175314465409,0.7863600628930818,0.7962853773584906,0.7953026729559748,0.8006092767295597,0.7987912735849056,0.8016902515723271,0.8018376572327044,0.8032134433962265,0.8019850628930818,0.8041961477987422,0.8035573899371069,0.8047857704402516,0.8048349056603774,0.805375393081761,0.8045400943396226,0.8066529088050315,0.807439072327044,0.8075373427672956,0.8079795597484277,0.8082252358490566,0.8087165880503144,0.8092570754716981,0.8098466981132075,0.8105345911949685,0.8101415094339622,0.8099941037735849,0.8101415094339622,0.8106328616352201,0.8108294025157232,0.8107311320754716,0.8109276729559748,0.8106328616352201,0.8107802672955975,0.8112224842767296,0.8108294025157232,0.8110750786163522,0.811812106918239,0.8111733490566038,0.811124213836478,0.811124213836478,0.8112716194968553,0.8116155660377359,0.8109768081761006,0.8110750786163522,0.8115172955974843,0.8119103773584906
