GaussianNB_VS_1.0,BernoulliNB_Alpha_0.25,decision_tree_log_loss_depth_6,KNN_Neignbors_50,logistic_regression_solver_liblinear_c_100,random_forest_maxDepth_10_maxFeatures_sqrt,hist_gradient_boosting_lr_0.04941713361323833_depth_5,lgbm_maxDepth_4_leafNum_14,gradient_boosting_lr_0.07_depth_5,XGBoost_lr_0.04941713361323833_depth_5,CatBoost_depth_3
0.270949720670391,0.5392273994424532,0.4702565548350719,0.47218754334859203,0.3741007194244604,0.4954477510531322,0.49918743228602386,0.4946967636660322,0.49464406779661013,0.49558963224318087,0.4903084903084903
0.27384031729608554,0.5268806518930736,0.4883193165131492,0.4708155098661515,0.38277812696417346,0.48550528312110536,0.4835942818243703,0.4848977380468644,0.4843962008141114,0.48504622077215875,0.4858496953283683
0.23944166070150322,0.5291945303922546,0.45207439198855504,0.45828667413213886,0.3578913428985974,0.48145613794991104,0.47691247415575466,0.47921827690613816,0.47629547960308716,0.4769909065858363,0.4785714285714286
0.25944055944055944,0.5436543654365436,0.47302208554654734,0.46869759642258246,0.3677201989411199,0.48719704231137884,0.4908992121706057,0.4919234423781729,0.4895238095238096,0.4905403566081393,0.48798470780993997
0.250663834306957,0.5197841726618705,0.4817339149400219,0.4752258417738845,0.3743384121892542,0.4879363795659792,0.49024619938113806,0.4880215343203231,0.49092131809011436,0.492005911594787,0.4909970438054286
0.26559215136650316,0.5336147120892372,0.5025360905189231,0.4643305877425659,0.3643423394272771,0.48827059465357336,0.48567530695770805,0.4846583935633438,0.48739953684784093,0.4859711250340506,0.48280567685589515
0.27242755509283356,0.5355440826052422,0.47542125052221135,0.4690265486725664,0.37701003024996016,0.4925210769649171,0.4891008174386921,0.4876055570689185,0.4878315559201531,0.49162011173184356,0.48999046711153477
0.24089536329721087,0.528192867105001,0.4918119387216059,0.46601406314628424,0.36424688199552285,0.481029810298103,0.4811538984895904,0.4822177146720757,0.48484848484848486,0.48095431747322764,0.4838578954477914
0.25894736842105265,0.5358918274010737,0.4971252841288943,0.4701627486437613,0.3827160493827161,0.48834355828220855,0.4859531314238728,0.4869138495092693,0.4939073923639317,0.48894348894348905,0.48848930663397355
0.2571127502634352,0.5254862842892767,0.48548168249660784,0.47083218136577276,0.36948176583493286,0.48473282442748095,0.48449241699685747,0.4882807207695435,0.4859863945578231,0.4861697778988963,0.48304969366916267
0.2575678040244969,0.5297880847660936,0.48266595001343726,0.4680497925311204,0.3831585537642824,0.48361765502301646,0.4813559322033898,0.4845945945945946,0.4842530282637954,0.4852086991760098,0.4855756268535993
0.2547906316536551,0.5365463453654634,0.4682293137531771,0.4631875881523272,0.3651358344113842,0.483177054605626,0.48307436182019975,0.4847649248586791,0.48593491450634313,0.48089700996677737,0.48122584207620095
0.2512297962052003,0.5291078879395986,0.46772398441847535,0.4607748517854681,0.3610085113216637,0.4834239130434782,0.48318126106495984,0.4835731740428998,0.48505342891924785,0.48338532483385327,0.4812111381454447
0.27109170305676855,0.5305552786362278,0.49550502379693284,0.4789742175651455,0.37395766516998075,0.4874542248745422,0.48623603161624424,0.48742010063919494,0.48802921682672795,0.48820818650040665,0.48750678978815865
0.24836370068989916,0.5325231596772586,0.5116218672899623,0.4755206178458143,0.3735035913806863,0.49601728095045233,0.49839055793991427,0.4987208832637673,0.4989879908244501,0.5013433637829123,0.4943759316980621
