GaussianNB_VS_1.0,BernoulliNB_Alpha_0.25,decision_tree_log_loss_depth_6,KNN_Neignbors_50,logistic_regression_solver_liblinear_c_100,random_forest_maxDepth_10_maxFeatures_sqrt,hist_gradient_boosting_lr_0.04941713361323833_depth_5,lgbm_maxDepth_4_leafNum_14,gradient_boosting_lr_0.07_depth_5,XGBoost_lr_0.04941713361323833_depth_5,CatBoost_depth_3
0.7693103112462308,0.7597318494429407,0.7906146979631826,0.8042341374252138,0.7770338934157343,0.818052003012536,0.7985947234080363,0.7968315033992548,0.801182798262098,0.7988829734177472,0.7982995070533366
0.7709070784365569,0.761128537695819,0.7919173984501817,0.8061249106296705,0.7789024814907657,0.8184354545720537,0.8005155528293948,0.7989189659849785,0.802546302006732,0.800978868358409,0.7998971888858067
0.7708113961077973,0.7616413695832011,0.792879493089467,0.8053077663252692,0.7786767835344691,0.8194260481692872,0.8010607660616138,0.7989407056298774,0.8033111769875169,0.8008443630215994,0.8003554749590784
0.7693662589116566,0.7593813814782348,0.7910392872920333,0.805048451249678,0.7774287406535911,0.8180263322401342,0.7984993761850256,0.7977153831255241,0.8012499769866989,0.7995943216817987,0.798844626489465
0.7716116997994,0.7625668754192654,0.7921435859304397,0.8048464365625992,0.7786112889960202,0.8199727043268626,0.8003630060167606,0.7989051386628838,0.803226974953476,0.8008348419595789,0.7999334534162637
0.7702651963533224,0.7613026369225983,0.7919815805035015,0.8049742916733401,0.7782704431090998,0.8192503964181722,0.7999533789036772,0.7988935092344065,0.803147379859428,0.8010174963862748,0.7997140938845289
0.7700923225318062,0.7602845778054347,0.7913939911475157,0.8043838292649725,0.7781540958937629,0.8184907419995355,0.7993945575180348,0.7974924134824437,0.8019763172523144,0.7996659346398927,0.7988752017572519
0.7697587303752627,0.7603734767176344,0.7913759750645877,0.8059491874288632,0.7775235695769687,0.8195662044880773,0.7988440307529839,0.7987678300866818,0.8028049580704413,0.8006751068787753,0.7996919307065149
0.7699879477271531,0.7604276129768706,0.7910187664170228,0.8037542950085088,0.7776460297728264,0.8177614249122664,0.7981367404441224,0.7972465526419155,0.8014808408117338,0.7987370230589955,0.7984483462232899
0.7718216957177075,0.7625737482539868,0.7925477648239917,0.8060316674123714,0.7793375175272781,0.8197264293275289,0.7987708205400244,0.7992747924083687,0.8029677186981805,0.8013708886348037,0.8005618215270818
0.7715480897804706,0.7615355220292577,0.7928250277638654,0.8060271579815166,0.7792971756163078,0.8192518146515202,0.7992940256490225,0.7990250519915092,0.8029117396354208,0.8012236993370989,0.8003010242677511
0.7699191164261794,0.7602089814485773,0.7912783450860861,0.8045330777723039,0.7773551407010624,0.8183649789199433,0.7994190884355471,0.7982339984460931,0.8020431343358487,0.800017641015086,0.7991469701307375
0.770929164569421,0.761758939190862,0.7921823851287868,0.8055015809324751,0.7784584569482234,0.8192016776277539,0.8004385494301053,0.7987872140438375,0.8026555894759765,0.8010534988531623,0.8001076336240801
0.7694634067198054,0.7603202660627186,0.790843767197676,0.8041795616185714,0.7777287481077144,0.8180128147770698,0.7989293840429985,0.7975720128846115,0.8012821960387428,0.7990968547666621,0.7986031938478283
0.7702486752404476,0.7607052703451576,0.7916794401766223,0.8054436896875181,0.7778142515011256,0.8192295898329426,0.8002625768915601,0.798567288994505,0.8025003543159783,0.8003866843269136,0.7993124595713073
0.7708481277058812,0.7618354764454732,0.792452508007253,0.8052393244068673,0.7791895017910153,0.8192530499564394,0.7990565565711474,0.7982981873861303,0.8027433731703905,0.800630561008633,0.7994298528051376
0.7700100598325834,0.7600813839196592,0.7914548094698447,0.8054429964890766,0.777473962400016,0.8187279993108532,0.8005922889379686,0.7987968739561379,0.8028319264554649,0.8005693256094861,0.799865889186009
0.772306434431557,0.762979845705836,0.7932911173486998,0.8070633782330918,0.7796923776372522,0.8205320132200972,0.8005376828650818,0.7997469814030886,0.8040532737203472,0.801853543008039,0.8011023076013256
0.76917398831092,0.7600809470983231,0.7905702876625977,0.8039774121268319,0.7771381330591595,0.817874547747529,0.7992595846728119,0.7973814298685749,0.8012589059926126,0.7997633723910359,0.798474328399565
0.7695499492388129,0.7597587177053382,0.7904492815270805,0.8042531212861815,0.7773911865157187,0.8177580715004824,0.7988552370105317,0.79678005799488,0.8010364680667645,0.799282326357452,0.7985718655758922
0.7708189280244458,0.7616159804085426,0.792159761831972,0.8057103268036696,0.7788449756794673,0.81946165163699,0.8000040117710907,0.7986406242398112,0.8029619205620102,0.8006590784746337,0.8001188856593409
0.7704443452655764,0.7604301935693798,0.7919317365956412,0.8048156148195783,0.7784389201920272,0.8186955826715899,0.8001735976155065,0.798185418250861,0.8028253384495088,0.8001776185975815,0.7991341311375547
0.7712823804269667,0.761582424017563,0.7921058947899374,0.8054042466523983,0.7784701480117131,0.8194408029611445,0.8006410227930811,0.799099670864927,0.8030582562680755,0.8009985643699431,0.8001002428851367
0.7696568419734875,0.7607329719811495,0.791407631381796,0.8045164940801354,0.7778416380984672,0.81848937475153,0.7979377319860839,0.7977644181994547,0.8021301869067067,0.7997485262939572,0.7988301944338253
0.7697258293318123,0.7602389333587771,0.7908912963054657,0.8050340479922198,0.7772801597617289,0.8182195956087406,0.7985438147001119,0.7978137907870545,0.8017138752822907,0.7998416303989199,0.7988606369719804
0.7710995264607947,0.7619266759516776,0.7922761327203994,0.8059302003187931,0.778627460434606,0.8186243753057644,0.7987389889449671,0.7987195356902184,0.8027217725510976,0.8006935396081012,0.8000473666695566
0.7709625617050625,0.7608858932498779,0.7921995515629654,0.8055015813628951,0.7790830197982389,0.8188592541170877,0.8001111458499132,0.7985582263887612,0.8022375261360499,0.8007397649764298,0.7996695734091566
0.7699958168099068,0.7605743618314285,0.7914134190074943,0.8053638569161583,0.7781154373060893,0.8183991856752898,0.798180952645099,0.7981463305346141,0.8022811513381707,0.8002994726042549,0.7995253698526817
0.7692885869758016,0.760280023989406,0.790375263815412,0.8039098312674571,0.776971061313057,0.8179408679755377,0.7991314130237164,0.7977787245793146,0.8015163222692934,0.7995348787595595,0.7985256191815836
0.7706239407105754,0.7610935859373262,0.7917731088048933,0.8048958677735466,0.7781065393713918,0.8192521430435239,0.8003457985355905,0.7985924126314989,0.8023922681435777,0.8001587518078206,0.7994816820360835
0.7711800704936265,0.7616796950259244,0.793151129754484,0.8067769824720192,0.7790276148661429,0.8201687931143853,0.8009905572697997,0.7996760219590867,0.8042668299635896,0.801367524984961,0.8008558535094473
0.7687375012160329,0.7599027756147149,0.7902534414327462,0.8031545024468159,0.7761463294138009,0.8174893401298885,0.7966546180648999,0.7963003502612835,0.8007236879348473,0.7984135562571879,0.7974243417250977
0.7720865949196004,0.7622873079429368,0.7926119669338504,0.8063377248291216,0.7796733453330996,0.8197006594657664,0.8006402364160472,0.7994881609190038,0.8031928519930499,0.8014943029945181,0.8002728055131141
0.7706645400729395,0.761384572493021,0.7924578053124267,0.8056734928539564,0.7783782917546838,0.8193150013562482,0.8007904710433931,0.7991663039772697,0.8032668834469425,0.8009532000887498,0.8000649555267675
0.7692381666727154,0.759285988655553,0.7900235630455529,0.8040151842474077,0.7775648293219645,0.8176439345821829,0.7987553622572703,0.7972706233592226,0.8009961921706568,0.7992661522978854,0.7978970223305838
0.7703621058090243,0.7611260305002949,0.7918664965703731,0.804759524659109,0.7777684974001209,0.8189929989020532,0.8000367783416775,0.798366005626195,0.8027282430524392,0.8003755458662867,0.7997078441885612
0.7694183677147546,0.7595045679720802,0.7903866731572714,0.8037211583342491,0.7775716487635158,0.8172811796296662,0.7969321049962799,0.7969102456946677,0.8009160137198525,0.7986827231732061,0.7976155238846081
0.7713029738638515,0.7619655488884279,0.7928288559178555,0.8058768200815892,0.7791922616429812,0.8196673725176019,0.8008440414979847,0.799037729146835,0.803704141686172,0.8014152533793446,0.8002671859517811
0.7705464353981197,0.7616782346114561,0.7921458336962293,0.8061261524800409,0.7782044003759434,0.820244688797795,0.7997925007657701,0.7990165165244523,0.8032114436426059,0.801120576985975,0.799668693767642
0.7702934304446057,0.7602681067516511,0.7915306167053819,0.8047175567079452,0.7781381514843017,0.8191324361506422,0.8000039847635176,0.798376772277161,0.8024716918233306,0.8001463950811164,0.7991297415070391
0.7716580560217909,0.7622605771496607,0.7932403514815585,0.8068534723804488,0.7795011003549588,0.8205299523699393,0.8010909789513347,0.799928015123789,0.803817949854917,0.8021636798662315,0.8007401394416841
0.7699432922473298,0.760583718297747,0.7906456386928401,0.8055189462206165,0.7776879933963337,0.8181647613873095,0.7996970143951563,0.7980134629452672,0.801618959034301,0.7998666523203719,0.7987650560308615
0.7706809836331748,0.7612547552987542,0.7917857799391885,0.8050479270374407,0.7780882123908455,0.8186992864342484,0.7999454755347134,0.7980909303371364,0.8024632348528423,0.8004315271305384,0.7993776024199939
0.7694241666095588,0.7597432571389086,0.7911317786403833,0.8046565141146451,0.7771052150431896,0.8180341017578608,0.7975799580041126,0.7974916001838062,0.8013770631758064,0.7992702292391987,0.798987483267346
0.7702404341228118,0.7606262426453609,0.7916672043959698,0.804086667237796,0.778433814653283,0.8187745283758203,0.8000873932067883,0.7984452453894677,0.8018314227931711,0.8003080715452453,0.7997192570975274
0.7705110629221292,0.7607510082827762,0.7920863696550768,0.8060230651193295,0.7780500715982301,0.8192345384602843,0.7998363843369125,0.7985247565121679,0.8026849660599631,0.8003363522667613,0.7999396911225847
0.7707379221511338,0.7615165869999871,0.7921880206156534,0.8052474042479626,0.7789027776196104,0.81932555460764,0.7990239901457824,0.7987510893377174,0.80298907833176,0.8009361638243099,0.7997855551980555
0.7703571607155691,0.7610530558306371,0.7916970570687002,0.8051507930732045,0.7781658127824427,0.8190903684765561,0.8001502391616178,0.7983584913567596,0.801857597562861,0.8003707961834353,0.7996039709703895
0.7699918651961508,0.7604181911669574,0.7908361638130007,0.8048663913756501,0.7776766356987658,0.8176299542739521,0.7988403492089882,0.7970431756593408,0.800954314385304,0.7992781709155279,0.7984744291123475
0.7704232042670524,0.7612176731432689,0.7917299654974056,0.804512030628602,0.7781318050446746,0.8187029713543967,0.799412958423413,0.7985571432993614,0.8025820454113946,0.8004229556605058,0.7994992080228707
