BernoulliNB_Alpha_1e-05,BernoulliNB_Alpha_0.0001,BernoulliNB_Alpha_0.001,BernoulliNB_Alpha_0.01,BernoulliNB_Alpha_0.1,BernoulliNB_Alpha_0.15,BernoulliNB_Alpha_0.2,BernoulliNB_Alpha_0.25,BernoulliNB_Alpha_0.3,BernoulliNB_Alpha_0.35,BernoulliNB_Alpha_0.4,BernoulliNB_Alpha_0.45,BernoulliNB_Alpha_0.5,BernoulliNB_Alpha_0.55,BernoulliNB_Alpha_0.6,BernoulliNB_Alpha_0.65,BernoulliNB_Alpha_0.7,BernoulliNB_Alpha_0.75,BernoulliNB_Alpha_0.8,BernoulliNB_Alpha_0.85,BernoulliNB_Alpha_0.9,BernoulliNB_Alpha_0.95,BernoulliNB_Alpha_1,BernoulliNB_Alpha_10
0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.7597318494429407,0.759731845999582
0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.761128537695819,0.7611280384088133
0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616413695832011,0.7616416863721978
0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593813814782348,0.7593814417337456
0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668754192654,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668805842214,0.7625668685326574
0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613026369225983,0.7613027496925944
0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347,0.7602845778054347
0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.7603734767176344,0.760373621338698
0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276129768706,0.7604276138376636
0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737482539868,0.7625737439498568
0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577,0.7615355220292577
0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602089814485773,0.7602094540495534
0.7617589589901744,0.7617589589901744,0.7617589589901744,0.7617589589901744,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.761758939190862,0.7617589417733811
0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202660627186,0.7603202307702052
0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052703451576,0.7607052720668095
0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354764454732,0.7618354695587559
0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592,0.7600813839196592
0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.762979845705836,0.7629798525925533
0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600809470983231,0.7600801603335101
0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597587177053382,0.7597599702071567
0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159804085426,0.7616159855735806,0.7616159855735806,0.7616159855735806,0.7616159855735806,0.7616159855735806,0.7616159855735806,0.7616159855735806,0.761615984712741
0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301935693798,0.7604301909868608
0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.761582424017563,0.7615825436742765
0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495,0.7607329719811495
0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602389333587771,0.7602275704556806
0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619266759516776,0.7619174339770345
0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779,0.7608858932498779
0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605743618314285,0.7605757408965717
0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.760280023989406,0.7602844140337673,0.7602844140337673,0.7602844140337673,0.7602844140337673,0.7602844140337673,0.7602846197632972
0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935859373262,0.7610935833548481
0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244,0.7616796950259244
0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599027756147149,0.7599028771937953
0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873079429368,0.7622873096646162
0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021,0.761384572493021
0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.759285988655553,0.7592737873079403
0.7611260287786155,0.7611260287786155,0.7611260287786155,0.7611260287786155,0.7611260287786155,0.7611260287786155,0.7611260287786155,0.7611260305002949,0.7611260305002949,0.7611260305002949,0.7611260305002949,0.7611260305002949,0.7611260305002949,0.7611260305002949,0.7611260305002949,0.7611260365261725,0.7611260365261725,0.7611260365261725,0.7611260365261725,0.7611260365261725,0.7611260365261725,0.7611260365261725,0.7611260365261725,0.7611260365261725
0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7595045679720802,0.7594954482366697
0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619655488884279,0.7619662702720672
0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782346114561,0.7616782406370072
0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602681067516511,0.7602684381696581
0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622605771496607,0.7622607656735474
