GaussianNB_VS_1.0,GaussianNB_VS_0.8111308307896871,GaussianNB_VS_0.657933224657568,GaussianNB_VS_0.533669923120631,GaussianNB_VS_0.4328761281083058,GaussianNB_VS_0.35111917342151305,GaussianNB_VS_0.28480358684358015,GaussianNB_VS_0.23101297000831597,GaussianNB_VS_0.1873817422860384,GaussianNB_VS_0.15199110829529336,GaussianNB_VS_0.1232846739442066,GaussianNB_VS_0.09999999999999999,GaussianNB_VS_0.08111308307896872,GaussianNB_VS_0.06579332246575678,GaussianNB_VS_0.05336699231206309,GaussianNB_VS_0.043287612810830566,GaussianNB_VS_0.035111917342151314,GaussianNB_VS_0.02848035868435802,GaussianNB_VS_0.02310129700083159,GaussianNB_VS_0.01873817422860384,GaussianNB_VS_0.015199110829529332,GaussianNB_VS_0.012328467394420659,GaussianNB_VS_0.01,GaussianNB_VS_0.008111308307896872,GaussianNB_VS_0.006579332246575682,GaussianNB_VS_0.005336699231206307,GaussianNB_VS_0.004328761281083057,GaussianNB_VS_0.003511191734215131,GaussianNB_VS_0.002848035868435802,GaussianNB_VS_0.00231012970008316,GaussianNB_VS_0.001873817422860383,GaussianNB_VS_0.001519911082952933,GaussianNB_VS_0.0012328467394420659,GaussianNB_VS_0.001,GaussianNB_VS_0.0008111308307896872,GaussianNB_VS_0.0006579332246575676,GaussianNB_VS_0.0005336699231206307,GaussianNB_VS_0.0004328761281083057,GaussianNB_VS_0.0003511191734215131,GaussianNB_VS_0.00028480358684358016,GaussianNB_VS_0.0002310129700083158,GaussianNB_VS_0.0001873817422860383,GaussianNB_VS_0.0001519911082952933,GaussianNB_VS_0.0001232846739442066,GaussianNB_VS_9.999999999999999e-05,GaussianNB_VS_8.111308307896872e-05,GaussianNB_VS_6.579332246575681e-05,GaussianNB_VS_5.3366992312063123e-05,GaussianNB_VS_4.328761281083062e-05,GaussianNB_VS_3.511191734215127e-05,GaussianNB_VS_2.848035868435799e-05,GaussianNB_VS_2.310129700083158e-05,GaussianNB_VS_1.873817422860383e-05,GaussianNB_VS_1.5199110829529332e-05,GaussianNB_VS_1.2328467394420658e-05,GaussianNB_VS_9.999999999999999e-06,GaussianNB_VS_8.111308307896871e-06,GaussianNB_VS_6.579332246575682e-06,GaussianNB_VS_5.336699231206312e-06,GaussianNB_VS_4.328761281083053e-06,GaussianNB_VS_3.511191734215127e-06,GaussianNB_VS_2.848035868435799e-06,GaussianNB_VS_2.3101297000831577e-06,GaussianNB_VS_1.873817422860383e-06,GaussianNB_VS_1.519911082952933e-06,GaussianNB_VS_1.2328467394420658e-06,GaussianNB_VS_1e-06,GaussianNB_VS_8.111308307896872e-07,GaussianNB_VS_6.579332246575682e-07,GaussianNB_VS_5.336699231206313e-07,GaussianNB_VS_4.3287612810830526e-07,GaussianNB_VS_3.5111917342151277e-07,GaussianNB_VS_2.848035868435799e-07,GaussianNB_VS_2.3101297000831583e-07,GaussianNB_VS_1.8738174228603828e-07,GaussianNB_VS_1.519911082952933e-07,GaussianNB_VS_1.232846739442066e-07,GaussianNB_VS_1e-07,GaussianNB_VS_8.111308307896871e-08,GaussianNB_VS_6.579332246575683e-08,GaussianNB_VS_5.336699231206301e-08,GaussianNB_VS_4.328761281083053e-08,GaussianNB_VS_3.511191734215127e-08,GaussianNB_VS_2.848035868435799e-08,GaussianNB_VS_2.310129700083158e-08,GaussianNB_VS_1.8738174228603828e-08,GaussianNB_VS_1.519911082952933e-08,GaussianNB_VS_1.2328467394420658e-08,GaussianNB_VS_1e-08,GaussianNB_VS_8.111308307896855e-09,GaussianNB_VS_6.579332246575682e-09,GaussianNB_VS_5.336699231206302e-09,GaussianNB_VS_4.328761281083061e-09,GaussianNB_VS_3.5111917342151273e-09,GaussianNB_VS_2.848035868435805e-09,GaussianNB_VS_2.3101297000831578e-09,GaussianNB_VS_1.873817422860387e-09,GaussianNB_VS_1.519911082952933e-09,GaussianNB_VS_1.2328467394420633e-09,GaussianNB_VS_9.999999999999999e-10
0.7948214022502825,0.7956566599518499,0.7970323785191372,0.7984080970864246,0.7987520267282464,0.7994398860118901,0.800324276519432,0.8008647373851521,0.8014051982508721,0.8022404559524394,0.8023878543703631,0.8028300496241341,0.8033213776838796,0.8038127057436251,0.8037635729376504,0.8036161745197268,0.8034196432958286,0.8031739792659559,0.8032231120719304,0.8034687761018032,0.8035670417137523,0.8033213776838796,0.8032722448779049,0.8033705104898541,0.8034196432958286,0.8033213776838796,0.8033213776838796,0.8034196432958286,0.8034196432958286,0.8034687761018032,0.8034687761018032,0.8034687761018032,0.8034196432958286,0.8034196432958286,0.8034196432958286,0.8033705104898541,0.8033213776838796,0.8033213776838796,0.8033213776838796,0.8033213776838796,0.8033213776838796,0.8033213776838796,0.8033213776838796,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049,0.8032722448779049
0.7931017540411733,0.7951161990861298,0.7964427848474427,0.7978676362207046,0.7985063626983737,0.7990468235640937,0.7997346828477374,0.7999803468776102,0.7998329484596866,0.7999803468776102,0.8000786124895592,0.8002260109074829,0.8002260109074829,0.800324276519432,0.8006190733552793,0.8003734093254066,0.8005699405493047,0.8004225421313811,0.8006190733552793,0.8010121358030757,0.8008647373851521,0.8008647373851521,0.8010612686090502,0.8011595342209994,0.8012086670269739,0.8012086670269739,0.8012577998329484,0.801306932638923,0.8012577998329484,0.8012577998329484,0.8012577998329484,0.8012577998329484,0.8012577998329484,0.8012577998329484,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248,0.8011104014150248
0.7911855746081659,0.7923156291455805,0.7924630275635042,0.7932491524590969,0.7943792069965115,0.7949688006682062,0.7946248710263843,0.7951653318921044,0.7963445192354935,0.7969341129071881,0.7974254409669336,0.7976219721908319,0.7976711049968064,0.7977202378027809,0.7978676362207046,0.7981624330565519,0.7984080970864246,0.7985063626983737,0.7987520267282464,0.7987520267282464,0.7987520267282464,0.7988502923401956,0.7988502923401956,0.7988502923401956,0.798801159534221,0.7989485579521447,0.7989485579521447,0.7989485579521447,0.7988994251461701,0.7989485579521447,0.7989976907581192,0.7989976907581192,0.7989976907581192,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682,0.7990959563700682
0.7918632075471698,0.7940251572327044,0.7952535377358491,0.7957448899371069,0.7964327830188679,0.7967275943396226,0.796875,0.7975137578616353,0.7986438679245284,0.7987912735849056,0.7988404088050315,0.7992334905660378,0.7993808962264151,0.799626572327044,0.7997739779874213,0.7997248427672956,0.7999705188679245,0.7998722484276729,0.799626572327044,0.7997248427672956,0.799626572327044,0.7996757075471698,0.7995774371069182,0.7995774371069182,0.7998231132075472,0.7997739779874213,0.7998722484276729,0.7998722484276729,0.7998722484276729,0.7999213836477987,0.8000196540880503,0.8000687893081762,0.8000687893081762,0.8000687893081762,0.8000687893081762,0.8000687893081762,0.8000687893081762,0.8000687893081762,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503,0.8000196540880503
0.7920106132075472,0.7937303459119497,0.7951552672955975,0.7958922955974843,0.7964327830188679,0.7978577044025157,0.7979068396226415,0.7977102987421384,0.7986438679245284,0.7988404088050315,0.7986438679245284,0.7986438679245284,0.7991843553459119,0.7994791666666666,0.7997739779874213,0.7997248427672956,0.7998722484276729,0.7996757075471698,0.7994300314465409,0.7994300314465409,0.7992334905660378,0.7990860849056604,0.7989878144654088,0.7988404088050315,0.7988895440251572,0.7990369496855346,0.7991352201257862,0.7991352201257862,0.7991843553459119,0.7991843553459119,0.7991352201257862,0.7992334905660378,0.7992334905660378,0.7992334905660378,0.7992826257861635,0.7992826257861635,0.7992826257861635,0.7992826257861635,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893,0.7993317610062893
0.7940352773546897,0.7945757382204097,0.7956566599518499,0.7963936520414681,0.7967375816832899,0.7971797769370609,0.7975237065788827,0.7985063626983737,0.7988994251461701,0.7987520267282464,0.7988994251461701,0.799783815653712,0.7999312140716356,0.8003734093254066,0.8005699405493047,0.8005208077433302,0.8004716749373557,0.8002751437134574,0.8001768781015084,0.8007664717732029,0.8008156045791776,0.8008156045791776,0.8009138701911266,0.8012086670269739,0.8012577998329484,0.8012086670269739,0.8012086670269739,0.8012577998329484,0.8011595342209994,0.8011595342209994,0.8012086670269739,0.8012086670269739,0.8012086670269739,0.8012086670269739,0.8011595342209994,0.8011595342209994,0.8012086670269739,0.8012086670269739,0.8012086670269739,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994,0.8011595342209994
0.7939861445487152,0.795312730310028,0.7964427848474427,0.7971797769370609,0.7979659018326537,0.7986046283103228,0.7983098314744755,0.7986046283103228,0.7993907532059156,0.7998329484596866,0.8001277452955339,0.8007173389672284,0.8008156045791776,0.8015034638628212,0.8015034638628212,0.8014051982508721,0.8014051982508721,0.8015034638628212,0.801306932638923,0.8015034638628212,0.8016508622807449,0.8016999950867194,0.8016017294747703,0.8015525966687957,0.8015525966687957,0.8016508622807449,0.8016508622807449,0.8017491278926939,0.8017982606986686,0.8019456591165921,0.8018965263106176,0.8019456591165921,0.8019456591165921,0.8019456591165921,0.8019456591165921,0.8019456591165921,0.8019456591165921,0.8018965263106176,0.8018965263106176,0.8018965263106176,0.8018965263106176,0.8018965263106176,0.8018965263106176,0.8018965263106176,0.8018965263106176,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431,0.8018473935046431
0.7900555200707512,0.7913329730260895,0.792905222817275,0.7942318085785879,0.7955092615339262,0.7963445192354935,0.7962462536235444,0.7970815113251117,0.7974745737729082,0.7975728393848572,0.7982115658625264,0.7990959563700682,0.7986046283103228,0.7987520267282464,0.7987028939222719,0.7988994251461701,0.7992924875939665,0.7990959563700682,0.7988994251461701,0.7987520267282464,0.7987028939222719,0.7987028939222719,0.7986537611162974,0.7985063626983737,0.7984572298923992,0.7985063626983737,0.7985063626983737,0.7985063626983737,0.7985554955043482,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7985063626983737,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992,0.7984572298923992
0.7924528301886793,0.7942216981132075,0.7950078616352201,0.7955483490566038,0.7966784591194969,0.796629323899371,0.7968258647798742,0.7985455974842768,0.7993317610062893,0.799626572327044,0.7999705188679245,0.8002161949685535,0.8005110062893082,0.8006584119496856,0.8009040880503144,0.8013954402515723,0.8017393867924528,0.8015919811320755,0.8018376572327044,0.8018376572327044,0.8019850628930818,0.8019850628930818,0.8020341981132075,0.8019850628930818,0.8020833333333334,0.8021324685534591,0.8021816037735849,0.8021816037735849,0.8021324685534591,0.8021816037735849,0.8021816037735849,0.8022307389937107,0.8022307389937107,0.8022307389937107,0.8021816037735849,0.8022307389937107,0.8022307389937107,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365,0.8022798742138365
0.7921580188679245,0.794123427672956,0.7956466194968553,0.7969241352201258,0.7980542452830188,0.7985947327044025,0.7988895440251572,0.7996757075471698,0.8003636006289309,0.8004127358490566,0.8007566823899371,0.8008058176100629,0.8007075471698113,0.8004618710691824,0.8000196540880503,0.7999705188679245,0.7999213836477987,0.7996757075471698,0.7995283018867925,0.7995774371069182,0.799626572327044,0.7995774371069182,0.7996757075471698,0.7997739779874213,0.7999213836477987,0.7998231132075472,0.7998231132075472,0.7998722484276729,0.7998722484276729,0.7998722484276729,0.7999213836477987,0.7999213836477987,0.7998722484276729,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472,0.7998231132075472
