gradient_boosting_lr_0.01_depth_3,gradient_boosting_lr_0.01_depth_4,gradient_boosting_lr_0.01_depth_5,gradient_boosting_lr_0.01_depth_6,gradient_boosting_lr_0.01_depth_7,gradient_boosting_lr_0.01_depth_8,gradient_boosting_lr_0.01_depth_9,gradient_boosting_lr_0.01_depth_10,gradient_boosting_lr_0.04_depth_3,gradient_boosting_lr_0.04_depth_4,gradient_boosting_lr_0.04_depth_5,gradient_boosting_lr_0.04_depth_6,gradient_boosting_lr_0.04_depth_7,gradient_boosting_lr_0.04_depth_8,gradient_boosting_lr_0.04_depth_9,gradient_boosting_lr_0.04_depth_10,gradient_boosting_lr_0.07_depth_3,gradient_boosting_lr_0.07_depth_4,gradient_boosting_lr_0.07_depth_5,gradient_boosting_lr_0.07_depth_6,gradient_boosting_lr_0.07_depth_7,gradient_boosting_lr_0.07_depth_8,gradient_boosting_lr_0.07_depth_9,gradient_boosting_lr_0.07_depth_10,gradient_boosting_lr_0.1_depth_3,gradient_boosting_lr_0.1_depth_4,gradient_boosting_lr_0.1_depth_5,gradient_boosting_lr_0.1_depth_6,gradient_boosting_lr_0.1_depth_7,gradient_boosting_lr_0.1_depth_8,gradient_boosting_lr_0.1_depth_9,gradient_boosting_lr_0.1_depth_10,gradient_boosting_lr_0.13_depth_3,gradient_boosting_lr_0.13_depth_4,gradient_boosting_lr_0.13_depth_5,gradient_boosting_lr_0.13_depth_6,gradient_boosting_lr_0.13_depth_7,gradient_boosting_lr_0.13_depth_8,gradient_boosting_lr_0.13_depth_9,gradient_boosting_lr_0.13_depth_10,gradient_boosting_lr_0.16_depth_3,gradient_boosting_lr_0.16_depth_4,gradient_boosting_lr_0.16_depth_5,gradient_boosting_lr_0.16_depth_6,gradient_boosting_lr_0.16_depth_7,gradient_boosting_lr_0.16_depth_8,gradient_boosting_lr_0.16_depth_9,gradient_boosting_lr_0.16_depth_10,gradient_boosting_lr_0.19_depth_3,gradient_boosting_lr_0.19_depth_4,gradient_boosting_lr_0.19_depth_5,gradient_boosting_lr_0.19_depth_6,gradient_boosting_lr_0.19_depth_7,gradient_boosting_lr_0.19_depth_8,gradient_boosting_lr_0.19_depth_9,gradient_boosting_lr_0.19_depth_10,gradient_boosting_lr_0.21_depth_3,gradient_boosting_lr_0.21_depth_4,gradient_boosting_lr_0.21_depth_5,gradient_boosting_lr_0.21_depth_6,gradient_boosting_lr_0.21_depth_7,gradient_boosting_lr_0.21_depth_8,gradient_boosting_lr_0.21_depth_9,gradient_boosting_lr_0.21_depth_10
0.7863422826996788,0.7892426297247218,0.7920833674767452,0.7958972491755737,0.8010064406224577,0.808242139329329,0.8184058743994865,0.8313125614311864,0.7908671641592808,0.7937295042522763,0.797352867929396,0.8037686383763893,0.8125254859653182,0.8258523445332842,0.8442688547789992,0.8644707017261675,0.7926546172350505,0.7959485664105206,0.801182798262098,0.8089394754125205,0.8216708606244292,0.8379674064220303,0.8587174610321924,0.8866489289391137,0.7934600846798165,0.7975991124068156,0.8033531278564894,0.8132665673377637,0.8290320262820479,0.8511574513116252,0.874155224571638,0.9068794612160178,0.7945583202512749,0.7991641249435808,0.8064211582702887,0.8164875835942997,0.8355811360585249,0.8589730301248628,0.8872366142787222,0.9145287714304884,0.7950889917494535,0.8005204170039217,0.8088438141743326,0.821520668636825,0.8414839041718829,0.8692988204140472,0.8970822523063054,0.9354148016916075,0.7963036937625423,0.8016962843876253,0.8112517776973951,0.8254638187543613,0.8460774957014423,0.8791713209433754,0.9136024278929082,0.947092453729797,0.7962945697229334,0.8026348062239455,0.8120135020050061,0.8287149299655842,0.8521697514114304,0.8845884351688336,0.9164246920257217,0.948383517816625
0.7875516901184082,0.7905573290253909,0.7940870802627251,0.7975204411306752,0.8027509898797461,0.809955282142701,0.8189906298712953,0.8311124601119073,0.7923745628493699,0.7954728095962487,0.7991938118602665,0.8053007806113881,0.8141863904453016,0.8278229274743384,0.8445357443436836,0.8679178786403202,0.7943709059869779,0.7977317105533475,0.802546302006732,0.8114987043902494,0.8227289414688761,0.8406084130158307,0.8615745525857507,0.8882817041917853,0.7953634614378079,0.7993785906639291,0.8058156268635861,0.8156925585650896,0.8307706650141965,0.8484679725579707,0.8759194255072176,0.9044929808076339,0.7962572708315105,0.8013227342059339,0.807804406663898,0.8192180262642508,0.837475071127071,0.8596464981370839,0.8823805535961577,0.9244985128387895,0.7972444438823352,0.8026567210497161,0.8109232339350667,0.8239804753678697,0.8418900552125258,0.8728287864308778,0.9033023483019971,0.9394499592133736,0.7979135190297462,0.8040147825659884,0.812269000939244,0.8280609027259365,0.851446490280889,0.8729627249047678,0.9089777398217117,0.9489330175999556,0.7985636423615132,0.803886371113167,0.8160858146579713,0.8310916768598763,0.8525429189498905,0.881622885134628,0.9179406922257429,0.9511826064239786
0.7878314806567318,0.7911019319222873,0.7942956720436196,0.7979533229645942,0.8029475617563987,0.8096835490636416,0.8185497417980723,0.8307100446849904,0.7928257990762051,0.7958922563055169,0.7995758563773518,0.8057087695447157,0.8144684695258744,0.8276947617912412,0.8456891489771697,0.868328623982255,0.7945188869079027,0.7981176555349547,0.8033111769875169,0.8111550210407334,0.8230495827230802,0.8402340351368013,0.8624147932183627,0.8896355772926676,0.795853873186536,0.7997566895224102,0.8061012689595319,0.8144971488297321,0.8269282477717343,0.849386664091769,0.8762792237752615,0.9072782636988608,0.7966888291244447,0.8008108156694365,0.8080967314581629,0.8186286980121419,0.8370514570929848,0.8590775231475933,0.8884504903161525,0.9225628472762253,0.7976006817175249,0.8020819560526389,0.8108868372036127,0.8213578145585891,0.8422096053524545,0.866867586242742,0.9022277139412129,0.9371471803977126,0.7980972385702011,0.8033498893776697,0.813382532770709,0.8270611528076066,0.8483520480149095,0.8827729742441446,0.9130259920060415,0.944892383416241,0.7985992509942541,0.8045518940057005,0.8142469836580584,0.8283462039293752,0.8553853172616277,0.8820676728115333,0.9198466398813936,0.9485392906277772
0.7870144644937636,0.7897210538095245,0.7924620451484077,0.7962829830962254,0.801322932637641,0.8082014917219239,0.817462159031323,0.8295586434986042,0.7916460490959079,0.7941990492665136,0.7979025337294252,0.8035982573376312,0.8123116806543866,0.8255321318244448,0.8423076284368508,0.8636519621447887,0.7932982836093783,0.7966198845692409,0.8012499769866989,0.80868722559791,0.8212892946888275,0.8375330764449236,0.8578101296827024,0.8860284176627056,0.7944242516559082,0.7982082693306469,0.8040776325356371,0.8132647567028635,0.8270861063851948,0.8472727358994383,0.870166240082326,0.9018372049869099,0.7954073168721314,0.7998392194457054,0.8062689046715708,0.8170192087200178,0.8332650981278038,0.8575711718209753,0.8821350749714733,0.9149254000450304,0.7960249294023194,0.8009330209485652,0.8097336253815797,0.821494132006747,0.8420064843055552,0.8662339305826284,0.8993935018570249,0.9328481611534807,0.796626185574089,0.8020796562049177,0.8115075162018375,0.8271275174154179,0.8479177853460917,0.8764248603433062,0.9122440917896367,0.9488731491241567,0.7970389345321705,0.8035821871928894,0.8133832121508358,0.8279480244536972,0.8518842988865191,0.880875528634939,0.9167990653833133,0.952591841217212
0.7883226449160959,0.7911821844726686,0.7940570299457947,0.7976334137390722,0.8025904694545538,0.8095705011150451,0.8194293569863984,0.8328333904175742,0.7927948916106445,0.7954013935188893,0.7992057132745636,0.8048602605672073,0.8147615771110363,0.8276991956510796,0.8445013637894028,0.868292622490546,0.7942057311797441,0.7977354409877269,0.803226974953476,0.8108919934023541,0.8228148069921383,0.8401178303783013,0.8625526498393319,0.8905776522031602,0.7953180065962686,0.7994362416144358,0.8055455189461946,0.8148786322294491,0.828291555410646,0.8482593121401187,0.8777789399885145,0.909473764502938,0.7962090226167912,0.8011750446958072,0.8078522360506075,0.8195481324655565,0.8370670251857715,0.8604436395013628,0.8902672077910675,0.9229561972309362,0.7974438589947742,0.8027411574748928,0.8099381598962933,0.8246586312749653,0.8428011278645449,0.8714776872697678,0.90288011544985,0.9404372652570561,0.7978499347184,0.8042582707472665,0.8139223199749438,0.8297213133525749,0.848385314683894,0.8802681612419364,0.912380554367807,0.9482061643129504,0.7986284584286814,0.804614585133177,0.8151992326665971,0.8292870373998593,0.853513230155189,0.8851643294437541,0.9199567850717898,0.9500583941311777
0.7880648319080696,0.7907616166079606,0.793876835239254,0.7973210306352273,0.80289331981869,0.8100532164280241,0.819693075468318,0.8320931166064685,0.7925902130850971,0.7953854877423151,0.7994082397036696,0.8052385780588778,0.814996977303555,0.8288654968488623,0.846441582672697,0.8671772879464836,0.7945259513886131,0.7981083976347778,0.803147379859428,0.8108033013225255,0.8234920491458289,0.8414985375853473,0.8643041998398513,0.8896178620732026,0.7955724242405979,0.7999135048103966,0.8053576498317542,0.8146469151321218,0.83004202191407,0.8512390102744218,0.8786901137227648,0.911335902048477,0.7965735678583453,0.80117228439685,0.8081411098949906,0.8193346420615631,0.8370482999635135,0.8601011932176932,0.8926289828071716,0.9210073087103925,0.7971160724585584,0.8026475526768645,0.8101999082415505,0.8230857448757256,0.8411612507049621,0.8700853842501906,0.9037321298218628,0.9402357797144663,0.7976675711115909,0.8036784249620212,0.8130890458428964,0.8281664089569527,0.8507621386727838,0.8743604956635249,0.9109199507786686,0.9507603662899977,0.7985494415199803,0.8049071405840158,0.8136262300235603,0.8318980438820921,0.8550466879017848,0.8843246274101495,0.9144467781740807,0.9571407928124476
0.7869302021876761,0.7900106885210076,0.7930397310759612,0.7965301918693074,0.8015133370203498,0.8084012496158621,0.8178297578841354,0.8297167058700654,0.7915578911459445,0.7942418407264311,0.7983730266345023,0.8040465402324879,0.8130959807672372,0.8252086150881284,0.8434365838000053,0.8635050927089498,0.7933747517959286,0.7968152322383277,0.8019763172523144,0.8095106080966314,0.8214558405233366,0.8372615213401262,0.8599752639960458,0.8843728847905075,0.7941458403174153,0.7986044573525477,0.8047772454740318,0.8142323640180282,0.8281796039073371,0.8487138980942945,0.8744083368279048,0.9044441742115699,0.7953454440636203,0.7996149824009637,0.8070172312011726,0.8189851050023256,0.8342857759513487,0.8569317812861323,0.8902679393500476,0.9193996562025032,0.7963348410937195,0.8009091046207015,0.809405223244008,0.8212797523265116,0.843232381870982,0.86680484824796,0.9031597812017252,0.9376685092030074,0.7970536275796825,0.8021389578423135,0.8123507850116131,0.8252929141035786,0.8490412155905201,0.8775081924841175,0.9116334758125993,0.9507704454312149,0.7972714871604099,0.8039207164636994,0.8146707681383982,0.828544912840496,0.8528850463317121,0.8848875700656881,0.9170885009864822,0.9549448540988634
0.7873651194769831,0.790396602512387,0.7935250776441007,0.7973183689189831,0.8021149369723026,0.809387022080552,0.8196866923422024,0.8329099682253835,0.7918872049293532,0.794888403625344,0.7988729472181695,0.8052034054414272,0.8148355517887431,0.8274070816573886,0.8458368970409652,0.8686480613521875,0.7939471740178576,0.7973555128592664,0.8028049580704413,0.8107408060845291,0.8227353233037323,0.8412316144479159,0.861900509094466,0.8885633550046247,0.7950447032703709,0.799223758750531,0.8056142170680163,0.8159257712212414,0.8304526536251688,0.8498516793487015,0.8745998917309902,0.9060690551340939,0.7958669876484117,0.8006008555838946,0.8086341777645047,0.8199108614472542,0.8378165666525784,0.861918399064383,0.887845439257983,0.9219809132064184,0.7968161468804718,0.8022330519218914,0.8114100331701409,0.8250721758750115,0.8432242843826738,0.8722189426478735,0.9022185210344308,0.9346282550722573,0.7975693114288744,0.8039935714766437,0.8129098250505304,0.8291417777438718,0.8524448124966344,0.8786694514187068,0.9176957730109875,0.9459411697748255,0.7983690375034949,0.8053308036859628,0.8161194304468878,0.8298371971675492,0.8523153107903776,0.8826339451948958,0.9251490205354671,0.9569189156930038
0.7864411574103017,0.789360209378879,0.792474922181471,0.7961737945154242,0.8009810372739662,0.8080720977467515,0.8171072325526355,0.8305317846321915,0.7909977101287589,0.793988702012524,0.7978558507724001,0.8039624954447264,0.8126965730594092,0.8268123251421658,0.843022985304745,0.865264153428132,0.7929192523439746,0.7962126941820347,0.8014808408117338,0.809549416537797,0.8215079709760016,0.838334501423712,0.8611262921523151,0.8863788245476832,0.7937929559600012,0.7982465987218871,0.804271623000812,0.8147141074681551,0.8290927160394286,0.8473247983823923,0.8713193571100593,0.9096002198527331,0.7946723124037378,0.7994804521085981,0.8065184201595906,0.8179255122889961,0.8358875901182712,0.8587817123505415,0.8866276212735379,0.9196360932465669,0.7950225763970755,0.8011384698599198,0.8088403408765119,0.8221317794942902,0.8426718777342552,0.8677254627878888,0.8981335703156178,0.9372965896616963,0.7963269915693623,0.8020569325605896,0.8116240826395449,0.8276413312202495,0.8496080763794173,0.8798951512448958,0.9160409748767333,0.9478150033894414,0.7964554025189152,0.8031748982448833,0.8133889295380217,0.8303057588942806,0.8518289529086208,0.8838808639126636,0.9190812497428167,0.9560234962852495
0.7886658063112594,0.7916709761050544,0.7945807848866777,0.7981699433376785,0.8027586705492905,0.8098478480589786,0.8184108930952596,0.8302198770816236,0.7933307222185455,0.7960579812273822,0.7996594761756766,0.8057528191879078,0.8141764865965605,0.8274234214362337,0.8462831651290822,0.8671027978428665,0.795021602256108,0.7982538872147162,0.8029677186981805,0.8102311446052001,0.8230557810250123,0.8399773737052919,0.8606872713344875,0.8884864992699851,0.7960957559935699,0.7999067415553143,0.8062930430212596,0.8152486655991965,0.8297115249002182,0.8499358546903688,0.8758259974029223,0.9085883812972951,0.7967291130214256,0.8014697506262853,0.8079703882917473,0.8194642979134197,0.8360247478347989,0.8600967309306555,0.8869813325407307,0.9215539663521712,0.797477881850875,0.8028631038065932,0.8097010647453398,0.8228150871909987,0.843048784489596,0.8684853696080356,0.9006901534659919,0.9400034903050678,0.7984349451760585,0.8043721692167661,0.8133083965242738,0.8276820122730372,0.8503758551359324,0.8783728014590243,0.9132589541225886,0.950282538585492,0.7987641689375831,0.8049859699997322,0.8143473205275941,0.8296499349525448,0.8523260151015049,0.8858370963767697,0.9208370351720416,0.9543019443235654
0.7883734876916185,0.7915472877533714,0.7941934283949335,0.7980449055444495,0.802648358422791,0.8096581383679915,0.8199008128658452,0.8329158249480441,0.7928984595393853,0.7957027824823215,0.7994913705596944,0.805271238746186,0.8140359798044225,0.827080111509968,0.8443361578065243,0.8676637363893943,0.7945288696350772,0.7976130416534342,0.8029117396354208,0.8103735357281935,0.8228487712110775,0.8385598638263216,0.8639090718511181,0.8911593835867706,0.7954230547852937,0.7994511499784485,0.8053503654065093,0.8152783991330437,0.8290288433273868,0.8502755344178939,0.8764383848513347,0.9095783842416364,0.79651916322194,0.8010010044199736,0.8089961681607554,0.8200933749513386,0.8357378222205614,0.8587116736071247,0.8899403227120384,0.9214431703408119,0.7970718395036342,0.802743515208935,0.8113425338711722,0.8237635678758117,0.8425029760669124,0.8709301365434866,0.9034401188036557,0.937091733284473,0.7977676217712304,0.8039641298992628,0.8128392981784601,0.8264160025465841,0.8470725639432541,0.8760609927422186,0.9141306459980417,0.9488362893510031,0.7981669028809273,0.805174231585182,0.815513079951244,0.8307004755912748,0.8518980962383607,0.8797841066459344,0.9169385130178787,0.9541464571606856
0.7871501088451267,0.7898555914689924,0.793580913426449,0.7971686719141864,0.8021288468500287,0.8090618782044804,0.817680021280714,0.8292736011347053,0.7918609170380848,0.7947500748691625,0.7985900008416345,0.8049126159547048,0.8138519193714603,0.8271919302782471,0.8440808611696076,0.8651103340049378,0.7935930241492755,0.7968644068433486,0.8020431343358487,0.8104405211058823,0.8212267065255173,0.8405628698629364,0.8626393169893563,0.8877574442274313,0.7945500131485081,0.7983576645202615,0.8042544902574122,0.8141606728603111,0.8282644474038754,0.8518792020989743,0.8734639888287322,0.9061010469489824,0.7953082682722694,0.8003310271125937,0.8071416294194759,0.8185211395393646,0.8347238572568442,0.8574753244894012,0.88432675884916,0.9181573892425028,0.7962594233610927,0.8013259985099432,0.8103004332238457,0.8230526288042346,0.8420414467802031,0.8682623625707244,0.9005600720995917,0.9260063169843609,0.7964964585757768,0.8026659750761144,0.8111343165555318,0.8278465459018058,0.8481910998356916,0.8728423653157527,0.9116526041003744,0.944683998236866,0.797078687052749,0.803947862612114,0.8131538464095155,0.8301613639906011,0.8492441266904656,0.8839795830731234,0.9228113686745589,0.9543026487703345
0.7877096460189508,0.7907789328282411,0.7935982731191324,0.7973966764903652,0.802705689914057,0.809653699878679,0.8189023197734262,0.831786332718771,0.7922980858535351,0.7952716029588399,0.7990072670440311,0.8051216626893621,0.8150405921755999,0.8277114827408933,0.8439988007677062,0.8666219146541192,0.794237763789778,0.797748419881664,0.8026555894759765,0.8112516055294621,0.8230033100085699,0.841763235452245,0.8631174312130506,0.8926714768659727,0.7954713638160313,0.7993043501295441,0.8053247502614389,0.8149828836365605,0.8306020863521887,0.852657731288105,0.878527184751478,0.9111319953874593,0.796315320693477,0.8010312646558762,0.8080247648317529,0.8196561191910818,0.8394224557304142,0.8623118983444702,0.8898775063808471,0.922741035921833,0.7970892594550942,0.8023857717651716,0.811575533039087,0.8249014976250608,0.8440985918841867,0.8723947054473054,0.9039276893510696,0.93972724987331,0.798083199996945,0.8041563071894258,0.8131508885644267,0.8297754491383822,0.8510340288550822,0.8814701386053181,0.9183492949377516,0.9517509448225371,0.7982070154267953,0.8048071712737246,0.8143639528300529,0.8294981180189815,0.8536751284195662,0.879151219476359,0.9224907355983317,0.9553150427016632
0.7865396273965171,0.789233997755472,0.792247123640352,0.795844270899315,0.8008645883345048,0.8081934377121068,0.8184408867115585,0.8315806204600851,0.7909773373101466,0.7936759638601494,0.7977491434274562,0.8037617589447164,0.8129021644320072,0.8266760035048323,0.8430472971121803,0.8659230353880925,0.7926800534602042,0.7963137289010294,0.8012821960387428,0.8090607258378147,0.822032926885581,0.8400544317124243,0.8643647461023697,0.8897537352795744,0.7936932998010153,0.7980316178191136,0.8038051850913805,0.8132164541637862,0.8282311014004631,0.8503388836210845,0.8776372864399651,0.9063882968344987,0.7946896905234612,0.7997664484348643,0.805978510553806,0.8177763015674968,0.8352815221135642,0.8561757906255557,0.8894170683726547,0.9199988925381424,0.7957212700338425,0.8008982160743132,0.8082849413004759,0.8221552274959378,0.8421567520808733,0.8688552239188265,0.8974704558364172,0.9383181887074996,0.7958602825101317,0.8024103319924738,0.8118028525626808,0.8261189533581959,0.8475860068826874,0.8809931689119288,0.9168546876757685,0.9503202239527245,0.7966203308904176,0.8029972748980393,0.8125671894137527,0.8280004755846959,0.8508170769502849,0.8805596490184668,0.9187822666323777,0.951122182192784
