gaussian_nb,bernoulli_nb,decision_tree,knn,logistic_regression,random_forest,gradient_boosting,hist_gradient_boosting,lgbm,xgb,cat_boost
0.39314943922400725,0.5392273994424532,0.3992670044195322,0.4537336611880419,0.3741007194244604,0.4718045112781955,0.49272603670972137,0.4960672633577434,0.4942231887997825,0.4827114937816044,0.4858078602620088
0.39618138424821,0.5268806518930736,0.39906002990813927,0.44591667728373047,0.38252396668238253,0.4592217484008529,0.48621621621621625,0.48600163087795595,0.4851364191665535,0.4722904722904722,0.473590828442746
0.3675174013921114,0.5291945303922546,0.40111900150634827,0.44364012409513964,0.3578913428985974,0.4557977798582319,0.4813448134481345,0.475705437026841,0.47881530234471414,0.4643499930776686,0.4741699958671993
0.38202247191011235,0.5436543654365436,0.39354838709677414,0.44670967741935486,0.3677201989411199,0.45725806451612905,0.49199457259158746,0.492261743144176,0.48965704953728906,0.4778494033740228,0.4829857299670692
0.37629810629199756,0.5197841726618705,0.39999999999999997,0.4487063972197194,0.3743384121892542,0.46001868909357896,0.49294274300932095,0.49249732047159694,0.4923489932885906,0.4760491161786534,0.4817972662065232
0.3829852111602378,0.5336147120892372,0.39498499785683666,0.44967824967824965,0.3643423394272771,0.45727420227149806,0.4877254848772549,0.4842219804134929,0.4869209809264305,0.4735764031134781,0.4774564889680691
0.3916126112535827,0.5355440826052422,0.4035012809564475,0.4490687219010918,0.37701003024996016,0.45972705378645967,0.4913326110509209,0.4888828263538398,0.4916961611761503,0.4777139732020782,0.48403819918144614
0.37316625916870416,0.528192867105001,0.3973664649038972,0.4445576066199873,0.36424688199552285,0.45576049184709966,0.48648648648648657,0.4818132464712269,0.4798589447985894,0.4687159956474428,0.47224860903786126
0.3921450151057402,0.5358918274010737,0.4008574490889603,0.4522432189227407,0.3827160493827161,0.46073157611619153,0.4917366567325928,0.4901960784313725,0.49430276722734673,0.48100231513005587,0.4837298331966093
0.3802859750532401,0.5254862842892767,0.38915779283639884,0.44384753133793814,0.36954087346024633,0.4549597855227882,0.488120950323974,0.4889191026512576,0.48893114219747386,0.4762424904423812,0.47658063635122216
0.3917525773195876,0.5297880847660936,0.3972073039742212,0.4488541800025605,0.3831585537642824,0.4558014755197854,0.4877005347593583,0.48461851199349515,0.48604180714767375,0.47868764286674725,0.47455782312925177
0.381141287763198,0.5365463453654634,0.39348857266062953,0.4427123928293063,0.3651358344113842,0.45554202192448234,0.48826677645121447,0.4802330420307948,0.48641941265683164,0.46743829312508717,0.47807991120976695
0.3659809640773718,0.5291078879395986,0.4016727428693974,0.45190956699450757,0.3610085113216637,0.45983157331907504,0.4848893685914732,0.48096082980756105,0.4870270270270271,0.47415669205658323,0.47439206629534025
0.39382005452893065,0.5305552786362278,0.40391229578675836,0.45408163265306123,0.37395766516998075,0.46104331500603457,0.48960863697705803,0.48563257524172687,0.489784873494791,0.47739307535641545,0.48368678629690054
