gaussian_nb,bernoulli_nb,decision_tree,knn,logistic_regression,random_forest,gradient_boosting,hist_gradient_boosting,lgbm,xgb,cat_boost
0.7660746004566139,0.7597318494429407,0.9995633395103716,0.8838067604715671,0.7770327175087519,0.9985349722686399,0.7934600846798165,0.801592767126655,0.8092007299207583,0.830974919884859,0.8178538704335705
0.7679664002123712,0.761128537695819,0.9995621679075876,0.8849237029497847,0.7789007038568576,0.9984698394179101,0.7953634614378079,0.8036681267371094,0.8111210320778223,0.8313010894513913,0.8206363237448188
0.7675061255994735,0.7616413695832011,0.9995606726290895,0.8838122991139715,0.7786745109177535,0.9986448649081688,0.795853873186536,0.8060121888405827,0.8108776640961428,0.8310787655561614,0.8198022604976425
0.7660011638024818,0.7593813814782348,0.9995740249572886,0.8840121150487598,0.7774283627654589,0.9984428508346217,0.7944242516559082,0.8010912786046209,0.810058272605276,0.830647233760569,0.8181427613813562
0.7682591165604534,0.7625668805842214,0.9995841289374096,0.8848577458362363,0.7786105684846645,0.9986027425434048,0.7953180065962686,0.8032928548274811,0.811838810315753,0.8329116722116486,0.8195557318374151
0.7669959222860085,0.7613026369225983,0.9995600988794529,0.8830804244217427,0.7782691742314337,0.9985430206890873,0.7955724242405979,0.8031927065111465,0.8109574144348034,0.8350286168800695,0.8200687829142099
0.7669970633289844,0.7602845778054347,0.9995838571933658,0.8842870203381265,0.7781525024795432,0.9984326636265591,0.7941458403174153,0.8028955102252174,0.8099860046495035,0.83132226438547,0.819380194253274
0.7661837204925437,0.7603734767176344,0.9995740109092782,0.8844822811559695,0.7775218461759594,0.9986177239247922,0.7950447032703709,0.8034002764753587,0.8121245606518613,0.8320040119535885,0.8200246029009253
0.7670644532058406,0.7604276129768706,0.9995539732144697,0.8828714842540626,0.7776456346688337,0.9985203114457922,0.7937929559600012,0.8025825538631673,0.8105182851252691,0.8329294572861543,0.8182357881429599
0.7685814606006485,0.7625737482539868,0.9995877788396161,0.8847101270909722,0.7793364664587417,0.9986000008126196,0.7960957559935699,0.8012773904500791,0.8116174579505442,0.83471542203165,0.8199818097137946
0.7683402077851225,0.7615355220292577,0.9995826343706219,0.8845136579009175,0.7792964628410652,0.99853134942491,0.7954230547852937,0.8014405095542747,0.8112167570181454,0.8353141401801416,0.8197813752361112
0.766526546876173,0.7602089814485773,0.9995803944658138,0.8842191043927599,0.7773543495894104,0.9986184853374759,0.7945500131485081,0.8025425341115185,0.8110490452216801,0.8325729503573934,0.8191718090738991
0.7676286833425732,0.761758939190862,0.9995631372130502,0.8842501970606184,0.7784575005553557,0.9986027259457296,0.7954713638160313,0.8060828302043285,0.810856487440385,0.8330714935975967,0.8203145216483265
0.7664013042949196,0.7603202660627186,0.999561574016766,0.8838908047807632,0.777726850059123,0.9984344658498913,0.7936932998010153,0.8019258466967517,0.8099590515771575,0.8323282458756213,0.8184081989577195
0.7669039397216586,0.7607052703451576,0.9995745191064461,0.8846090902226211,0.7778130274065647,0.998584384998709,0.7948200140252658,0.8051378756584371,0.8116011405634499,0.8317711668675376,0.8191355760134487
0.7676684119539504,0.7618354764454732,0.9995784769454601,0.8847870373358361,0.7791883835602905,0.9985896661471726,0.7952339274500635,0.8009823483027546,0.8107007671404526,0.8303515725404506,0.8191950151591669
0.7667080768709402,0.7600813839196592,0.9995949060704656,0.8840288295582561,0.777472424079535,0.9985093312983795,0.7950245523050739,0.8044366237007845,0.8106449812868047,0.8325804809827825,0.8198765582778653
0.7690149037851257,0.762979845705836,0.9995767806609002,0.8845704535194922,0.7796911122029447,0.9985468699336493,0.796198362712398,0.8032603383794237,0.8120900504505331,0.8327932047940689,0.8207066853356736
0.7659485878564962,0.7600809470983231,0.9995612107621148,0.8840110773627838,0.7771367170546548,0.998511855876035,0.7939040585140646,0.8002164727431424,0.8099927115967036,0.8343783630214588,0.8188143835082913
