decision_tree_gini,decision_tree_gini_depth_2,decision_tree_gini_depth_3,decision_tree_gini_depth_4,decision_tree_gini_depth_5,decision_tree_gini_depth_6,decision_tree_gini_depth_7,decision_tree_gini_depth_8,decision_tree_gini_depth_9,decision_tree_gini_depth_10,decision_tree_gini_depth_11,decision_tree_gini_depth_12,decision_tree_entropy,decision_tree_entropy_depth_2,decision_tree_entropy_depth_3,decision_tree_entropy_depth_4,decision_tree_entropy_depth_5,decision_tree_entropy_depth_6,decision_tree_entropy_depth_7,decision_tree_entropy_depth_8,decision_tree_entropy_depth_9,decision_tree_entropy_depth_10,decision_tree_entropy_depth_11,decision_tree_entropy_depth_12,decision_tree_log_loss,decision_tree_log_loss_depth_2,decision_tree_log_loss_depth_3,decision_tree_log_loss_depth_4,decision_tree_log_loss_depth_5,decision_tree_log_loss_depth_6,decision_tree_log_loss_depth_7,decision_tree_log_loss_depth_8,decision_tree_log_loss_depth_9,decision_tree_log_loss_depth_10,decision_tree_log_loss_depth_11,decision_tree_log_loss_depth_12
0.7261828723038373,0.8119196187294256,0.813835798162433,0.8145727902520513,0.8144745246401022,0.8156045791775168,0.814277993416204,0.8134918685206112,0.812214415565273,0.8100525721023928,0.8074976661917163,0.8030757136540068,0.7274603252591756,0.8148675870878986,0.8148675870878986,0.8161941728492114,0.8162924384611605,0.8153589151476441,0.8156537119834913,0.815260649535695,0.8122635483712475,0.8126074780130693,0.8115265562816293,0.8091190487888763,0.7274603252591756,0.8148675870878986,0.8148675870878986,0.8161941728492114,0.8162924384611605,0.8153589151476441,0.8156537119834913,0.815260649535695,0.8122635483712475,0.8126074780130693,0.8115265562816293,0.8091190487888763
0.7235788335871861,0.8116248218935783,0.8116248218935783,0.812754876430993,0.812312681177222,0.811231759445782,0.8117230875055275,0.810789564192011,0.808283791087309,0.8056306195646833,0.8043531666093451,0.801306932638923,0.7280007861248956,0.8116248218935783,0.8116248218935783,0.8130005404608657,0.8130496732668403,0.811673954699553,0.8116248218935783,0.8109860954159092,0.8097577752665455,0.8075959318036653,0.8055814867587088,0.8040583697734978,0.7280007861248956,0.8116248218935783,0.8116248218935783,0.8130005404608657,0.8130496732668403,0.811673954699553,0.8116248218935783,0.8109860954159092,0.8097577752665455,0.8075959318036653,0.8055814867587088,0.8040583697734978
0.7265268019456591,0.8072028693558689,0.8107404313860365,0.8115756890876038,0.8118213531174765,0.8126074780130693,0.8115756890876038,0.8107404313860365,0.8089716503709526,0.8076450646096398,0.8062693460423525,0.8053849555348106,0.7259863410799391,0.8104947673561637,0.8104947673561637,0.8120670171473493,0.8116248218935783,0.8118213531174765,0.8107404313860365,0.8104456345501891,0.8084311895052326,0.8068589397140471,0.8040092369675232,0.8023878543703631,0.7259863410799391,0.8104947673561637,0.8104947673561637,0.8120670171473493,0.8116248218935783,0.8118213531174765,0.8107404313860365,0.8104456345501891,0.8084311895052326,0.8068589397140471,0.8040092369675232,0.8023878543703631
0.722877358490566,0.8148584905660378,0.8148584905660378,0.8134827044025157,0.8149076257861635,0.8145145440251572,0.8151533018867925,0.8139249213836478,0.8111733490566038,0.8107802672955975,0.809060534591195,0.80562106918239,0.7287244496855346,0.8148584905660378,0.8148584905660378,0.813875786163522,0.8147602201257862,0.8147602201257862,0.8157920597484277,0.8146128144654088,0.8128439465408805,0.8119103773584906,0.8093553459119497,0.8082252358490566,0.7287244496855346,0.8148584905660378,0.8148584905660378,0.813875786163522,0.8147602201257862,0.8147602201257862,0.8157920597484277,0.8146128144654088,0.8128439465408805,0.8119103773584906,0.8093553459119497,0.8082252358490566
0.7237617924528302,0.8136301100628931,0.8136301100628931,0.8144162735849056,0.8120086477987422,0.8128930817610063,0.811812106918239,0.8114681603773585,0.8114190251572327,0.8102397798742138,0.809748427672956,0.8051297169811321,0.7253341194968553,0.8136301100628931,0.8136301100628931,0.8144162735849056,0.8119595125786163,0.813187893081761,0.812745676100629,0.8121560534591195,0.8097975628930818,0.8096010220125787,0.8079304245283019,0.8046875,0.7253341194968553,0.8136301100628931,0.8136301100628931,0.8144162735849056,0.8119595125786163,0.813187893081761,0.812745676100629,0.8121560534591195,0.8097975628930818,0.8096010220125787,0.8079304245283019,0.8046875
0.7225961774676952,0.8139340637743822,0.8139340637743822,0.8139831965803567,0.8141797278042548,0.8122635483712475,0.8130988060728148,0.8110352282218838,0.8104947673561637,0.8094138456247236,0.808283791087309,0.8054340883407851,0.7267724659755319,0.8139340637743822,0.8139340637743822,0.8139831965803567,0.8140323293863313,0.8120670171473493,0.8124600795951457,0.8117230875055275,0.8114774234756547,0.8096595096545963,0.8086277207291308,0.8063184788483271,0.7267724659755319,0.8139340637743822,0.8139340637743822,0.8139831965803567,0.8140323293863313,0.8120670171473493,0.8124600795951457,0.8117230875055275,0.8114774234756547,0.8096595096545963,0.8086277207291308,0.8063184788483271
0.7254458802142191,0.8141797278042548,0.8141797278042548,0.8138849309684076,0.8146710558640003,0.8145727902520513,0.8151623839237458,0.8139340637743822,0.8117230875055275,0.8085294551171818,0.8083329238932836,0.804795361863116,0.7231366383334152,0.8141797278042548,0.8141797278042548,0.8139340637743822,0.8144745246401022,0.8149167198938732,0.8142288606102295,0.8125583452070948,0.8135410013265858,0.8116248218935783,0.8114774234756547,0.8096595096545963,0.7231366383334152,0.8141797278042548,0.8141797278042548,0.8139340637743822,0.8144745246401022,0.8149167198938732,0.8142288606102295,0.8125583452070948,0.8135410013265858,0.8116248218935783,0.8114774234756547,0.8096595096545963
0.7211713260944332,0.8104456345501891,0.8104456345501891,0.8118213531174765,0.8117230875055275,0.8105439001621383,0.80980690807252,0.8087751191470545,0.8083820566992581,0.8104456345501891,0.8060728148184543,0.8044514322212941,0.7254458802142191,0.8104456345501891,0.8104456345501891,0.8118213531174765,0.8118213531174765,0.8109369626099346,0.8091190487888763,0.8099051736844691,0.8091681815948509,0.8084311895052326,0.8055323539527343,0.8042549009973959,0.7254458802142191,0.8104456345501891,0.8104456345501891,0.8118213531174765,0.8118213531174765,0.8109369626099346,0.8091190487888763,0.8099051736844691,0.8091681815948509,0.8084311895052326,0.8055323539527343,0.8042549009973959
0.7253341194968553,0.8142688679245284,0.8142688679245284,0.8154972484276729,0.8155955188679245,0.8148093553459119,0.8148584905660378,0.8148093553459119,0.8123034591194969,0.8093553459119497,0.8057193396226415,0.8029677672955975,0.7288227201257862,0.8142688679245284,0.8142688679245284,0.8154972484276729,0.8157429245283019,0.8152024371069182,0.8158903301886793,0.8153007075471698,0.8137775157232704,0.8128930817610063,0.8104363207547169,0.8077830188679245,0.7288227201257862,0.8142688679245284,0.8142688679245284,0.8154972484276729,0.8157429245283019,0.8152024371069182,0.8158903301886793,0.8153007075471698,0.8137775157232704,0.8128930817610063,0.8104363207547169,0.8077830188679245
0.7209610849056604,0.808814858490566,0.811124213836478,0.813187893081761,0.8131387578616353,0.8133352987421384,0.8124508647798742,0.8119103773584906,0.8092570754716981,0.8051788522012578,0.8059650157232704,0.8029677672955975,0.7254323899371069,0.8126474056603774,0.8126474056603774,0.8121560534591195,0.8132370283018868,0.8136792452830188,0.8125,0.8124508647798742,0.8092079402515723,0.8083235062893082,0.8070951257861635,0.804441823899371,0.7254323899371069,0.8126474056603774,0.8126474056603774,0.8121560534591195,0.8132370283018868,0.8136792452830188,0.8125,0.8124508647798742,0.8092079402515723,0.8083235062893082,0.8070951257861635,0.804441823899371
