decision_tree_gini,decision_tree_gini_depth_2,decision_tree_gini_depth_3,decision_tree_gini_depth_4,decision_tree_gini_depth_5,decision_tree_gini_depth_6,decision_tree_gini_depth_7,decision_tree_gini_depth_8,decision_tree_gini_depth_9,decision_tree_gini_depth_10,decision_tree_gini_depth_11,decision_tree_gini_depth_12,decision_tree_entropy,decision_tree_entropy_depth_2,decision_tree_entropy_depth_3,decision_tree_entropy_depth_4,decision_tree_entropy_depth_5,decision_tree_entropy_depth_6,decision_tree_entropy_depth_7,decision_tree_entropy_depth_8,decision_tree_entropy_depth_9,decision_tree_entropy_depth_10,decision_tree_entropy_depth_11,decision_tree_entropy_depth_12,decision_tree_log_loss,decision_tree_log_loss_depth_2,decision_tree_log_loss_depth_3,decision_tree_log_loss_depth_4,decision_tree_log_loss_depth_5,decision_tree_log_loss_depth_6,decision_tree_log_loss_depth_7,decision_tree_log_loss_depth_8,decision_tree_log_loss_depth_9,decision_tree_log_loss_depth_10,decision_tree_log_loss_depth_11,decision_tree_log_loss_depth_12
0.9995633395103716,0.7590309520660551,0.7778918910185353,0.7835652513870602,0.7861937865662146,0.7894538647138076,0.7930031092349347,0.7967856920948049,0.802485570629209,0.809790781278186,0.8192601247672258,0.8309425066889544,0.9995633395103716,0.7663482579427443,0.781427611318106,0.7850780264512769,0.7878357073794866,0.7906146979631826,0.7940042743736737,0.7983945493478055,0.8030808089760378,0.8095653846157721,0.8173640160785257,0.826776522198267,0.9995633395103716,0.7663482579427443,0.781427611318106,0.7850780264512769,0.7878357073794866,0.7906146979631826,0.7940042743736737,0.7983945493478055,0.8030808089760378,0.8095653846157721,0.8173640160785257,0.826776522198267
0.9995621679075876,0.7620721565637955,0.7799134705317612,0.7851255361923859,0.787773629218308,0.7908926630909964,0.7941661720590419,0.7982273884887259,0.8038418015699338,0.8109391784073412,0.820380094818545,0.8310261768610293,0.9995621679075876,0.7679152857051653,0.7825517366424879,0.7863230567066017,0.7887824949982698,0.7919173984501817,0.795484820461674,0.7998908492320943,0.8055688568435508,0.8118495086054737,0.8197598099112446,0.8286563339008501,0.9995621679075876,0.7679152857051653,0.7825517366424879,0.7863230567066017,0.7887824949982698,0.7919173984501817,0.795484820461674,0.7998908492320943,0.8055688568435508,0.8118495086054737,0.8197598099112446,0.8286563339008501
0.9995606726290895,0.7610495552261396,0.7800581845661573,0.7856191072226842,0.7885064818243962,0.7911878678243606,0.7952181387897685,0.7988477865964422,0.8038651376419913,0.8098787819041954,0.8176876788799536,0.8268317433410945,0.9995606726290895,0.7682371209439846,0.7832913670696783,0.7870703430113524,0.7896689760639046,0.792879493089467,0.7962914638134222,0.800853914468102,0.8060845441361015,0.8128754284800379,0.821805763238744,0.8309841140829005,0.9995606726290895,0.7682371209439846,0.7832913670696783,0.7870703430113524,0.7896689760639046,0.792879493089467,0.7962914638134222,0.800853914468102,0.8060845441361015,0.8128754284800379,0.821805763238744,0.8309841140829005
0.9995740249572886,0.7664840884804729,0.7819116460739213,0.7852467085453025,0.7877084061227079,0.7901471674399106,0.7932569530633019,0.7971984536803853,0.8022015333051129,0.8082451752456987,0.816256767765555,0.8258762196279215,0.9995740249572886,0.767368586871267,0.7820804884712494,0.785438836684796,0.787962713215029,0.7910392872920333,0.7946332668327118,0.7987982865584551,0.8035628111725851,0.8097422139438571,0.8170995904322745,0.8257335733139319,0.9995740249572886,0.767368586871267,0.7820804884712494,0.785438836684796,0.787962713215029,0.7910392872920333,0.7946332668327118,0.7987982865584551,0.8035628111725851,0.8097422139438571,0.8170995904322745,0.8257335733139319
0.9995841289374096,0.7615297673283755,0.7805820765044295,0.7858699437749782,0.7885713861818971,0.7912768705972625,0.7949697336163637,0.7991479367860352,0.8044034107440862,0.8110499807966937,0.8191828792625433,0.828751128456793,0.9995841289374096,0.7679392766630693,0.782964047017076,0.7867309720612383,0.7892274944103125,0.7921435859304397,0.7958044675422805,0.7997089835697241,0.8052259480569333,0.8119947244106906,0.8205319343372952,0.8300376703479948,0.9995841289374096,0.7679392766630693,0.782964047017076,0.7867309720612383,0.7892274944103125,0.7921435859304397,0.7958044675422805,0.7997089835697241,0.8052259480569333,0.8119947244106906,0.8205319343372952,0.8300376703479948
0.9995600988794529,0.767107612358758,0.7825233401244601,0.7859099565377634,0.7890173264634115,0.791636570600062,0.7942111642745506,0.7981352962917887,0.8037749547874311,0.8103107615781456,0.818041121999171,0.8279216903178389,0.9995600988794529,0.7684367044682052,0.7827605229731468,0.7862131459894397,0.7893293119747844,0.7919815805035015,0.7954371140187018,0.7998474198709974,0.8051140580317618,0.8119378849879969,0.8196822224322422,0.8292850830141565,0.9995600988794529,0.7684367044682052,0.7827605229731468,0.7862131459894397,0.7893293119747844,0.7919815805035015,0.7954371140187018,0.7998474198709974,0.8051140580317618,0.8119378849879969,0.8196822224322422,0.8292850830141565
0.9995838571933658,0.759254465641702,0.7785074912363789,0.7833564697910198,0.7870002095430088,0.7901142604452965,0.7931954931266175,0.7976934677512318,0.8034928619334236,0.8104146106928067,0.818548239202437,0.8284330437130967,0.9995838571933658,0.7672878054695254,0.7820539505107702,0.7858147734960095,0.788268534550087,0.7913939911475157,0.7943392236439489,0.7983417884847405,0.803281608866705,0.8095884228373054,0.8165676627737124,0.8252904279986263,0.9995838571933658,0.7672878054695254,0.7820539505107702,0.7858147734960095,0.788268534550087,0.7913939911475157,0.7943392236439489,0.7983417884847405,0.803281608866705,0.8095884228373054,0.8165676627737124,0.8252904279986263
0.9995740109092782,0.761126818599008,0.7799375542430675,0.7850558817813158,0.7876556696502787,0.7904159985212978,0.7936851055857166,0.7972201148317243,0.8027245018432552,0.8103389652680885,0.8184308262675951,0.8296257999101868,0.9995740109092782,0.7675853275832676,0.7820860120536717,0.7860784452420262,0.7886348648695084,0.7913759750645877,0.7946163731261803,0.7986053926548436,0.8044249235984784,0.8112175489906371,0.819422849719512,0.8289488777788099,0.9995740109092782,0.7675853275832676,0.7820860120536717,0.7860784452420262,0.7886348648695084,0.7913759750645877,0.7946163731261803,0.7986053926548436,0.8044249235984784,0.8112175489906371,0.819422849719512,0.8289488777788099
0.9995539732144697,0.7600993689295736,0.7785580055373575,0.7839784436667459,0.7865148714198873,0.7897474345329643,0.7928565530417709,0.7962675736101205,0.8015438448346636,0.8086275967443803,0.8178852667725113,0.8284756281625815,0.9995539732144697,0.7665800324695944,0.781457676751269,0.785079589025188,0.7878038917395503,0.7910187664170228,0.793948861068755,0.7979040917647771,0.8029692431736024,0.8090650577786478,0.8167855154683522,0.8254248016957567,0.9995539732144697,0.7665800324695944,0.781457676751269,0.785079589025188,0.7878038917395503,0.7910187664170228,0.793948861068755,0.7979040917647771,0.8029692431736024,0.8090650577786478,0.8167855154683522,0.8254248016957567
0.9995877788396161,0.7616666317745198,0.7808954068356608,0.7863217719696739,0.788600700319821,0.7911337165260065,0.7946811348158869,0.7982639175591767,0.8029734328611164,0.8094979386488627,0.8171364479613128,0.8265974718091539,0.9995877788396161,0.7687683325807417,0.783897921842096,0.787299037589654,0.7894682936955102,0.7925477648239917,0.7953886649153564,0.7995056198852734,0.8046436289717391,0.811105560887703,0.8185359689598544,0.8276206814339875,0.9995877788396161,0.7687683325807417,0.783897921842096,0.787299037589654,0.7894682936955102,0.7925477648239917,0.7953886649153564,0.7995056198852734,0.8046436289717391,0.811105560887703,0.8185359689598544,0.8276206814339875
